68,52,74,41,33
36,99,69,49,18
94,22,47,50,58
77,25,100,35,83
52,26,67,59,29
85,23,97,11,45
31,5,24,60,54
100,13,31,57,85
23,28,53,57,46
42,48,21,26,29
32,16,79,88,12
23,60,93,67,10
58,87,42,21,36
68,2,15,51,23
88,28,96,84,41
57,79,22,9,48
44,40,31,44,38
79,47,63,1,92
65,6,62,8,89
53,79,57,81,98
94,44,33,81,14
75,61,78,13,83
77,31,27,30,11
68,66,28,62,32
29,58,66,5,92
57,74,82,16,85
1,54,29,38,4
58,55,39,78,31
7,9,84,51,8
67,91,28,88,65
62,39,99,45,51
13,58,63,44,87
97,66,44,74,94
53,93,92,30,82
19,86,60,52,54
4,42,61,98,16
56,56,1,55,31
23,88,89,12,74
31,7,88,88,87
80,71,65,93,74
97,61,31,69,49
42,71,28,36,63
12,100,83,24,46
44,71,78,85,59
47,99,5,58,62
82,93,96,82,29
78,52,78,3,7
92,97,2,59,51
35,10,100,95,67
20,91,59,69,45
62,50,94,14,33
73,97,31,59,12
46,35,15,91,78
85,36,21,18,28
71,76,20,69,17
39,76,10,22,37
60,61,53,73,80
79,84,61,5,91
2,84,89,96,15
86,52,46,36,96
41,74,20,96,93
65,13,55,89,30
101,6,97,36,47
15,48,33,60,17
16,77,8,48,16
99,72,82,100,40
83,76,57,52,81
80,100,5,63,31
40,83,59,58,45
44,61,85,27,94
101,43,35,82,72
36,75,68,92,15
24,65,96,40,49
97,47,94,29,10
101,93,95,75,76
57,31,8,58,65
57,43,74,37,26
99,87,29,90,54
5,101,54,62,20
7,21,77,41,15
20,27,49,7,16
80,64,5,22,49
57,46,82,61,28
26,21,7,27,65
4,75,99,31,84
77,69,15,23,25
32,20,88,67,2
34,24,29,52,74
22,50,9,54,33
87,21,74,47,79
54,85,20,48,67
20,56,27,43,23
15,77,85,59,50
25,74,45,43,66
56,9,84,20,15
63,98,39,20,5
38,101,55,10,19
54,77,17,48,3
81,83,74,8,57
69,88,51,90,68
41,39,9,57,69
28,101,41,89,90
45,3,67,14,79
28,62,30,87,16
55,32,27,40,74
47,84,1,97,9
23,69,14,57,53
51,43,93,65,25
17,23,14,70,72
70,65,44,38,58
48,70,93,100,73
8,25,30,67,55
93,77,30,77,96
85,19,94,1,69
39,53,59,2,77
28,72,36,97,25
60,11,90,71,37
6,98,34,77,4
69,1,14,76,87
56,99,2,81,51
52,50,26,8,47
92,53,98,101,89
87,80,100,11,60
12,98,6,3,59
14,56,76,94,24
62,88,73,32,25
84,95,101,84,7
49,2,52,67,16
16,96,30,81,38
50,63,48,54,92
15,74,50,85,94
31,58,35,49,20
12,11,34,37,21
10,93,93,45,80
15,26,9,48,96
97,74,8,77,11
40,80,9,62,9
44,98,94,88,4
74,96,91,4,53
97,59,10,67,49
64,78,101,82,83
74,6,101,2,14
7,73,37,37,22
62,64,74,2,3
40,5,53,62,85
91,75,31,92,83
50,89,27,80,94
45,11,62,80,41
90,26,27,3,58
25,64,42,71,29
30,16,92,56,6
39,53,9,33,46
90,79,98,87,80
92,55,51,52,2
100,71,48,62,74
56,77,99,15,99
73,84,33,31,91
43,43,82,36,55
101,58,47,51,88
35,99,61,7,46
22,71,58,79,46
56,54,46,17,69
7,23,29,43,79
2,10,84,46,65
79,71,11,62,47
30,13,65,16,45
62,64,79,57,19
93,91,14,5,72
2,63,43,95,68
8,92,45,23,30
13,54,8,80,56
99,14,28,93,28
90,68,22,73,53
77,93,12,93,13
29,21,4,1,40
38,11,58,69,10
19,64,93,64,70
7,22,78,45,92
50,12,50,12,36
61,19,51,86,2
45,12,55,88,34
33,82,16,46,50
90,17,79,58,70
91,66,94,13,100
17,81,53,74,90
93,56,10,24,75
35,30,61,65,41
20,65,82,7,28
91,62,84,29,33
13,76,93,18,17
26,35,73,79,56
61,73,56,33,26
63,97,78,60,57
4,67,64,1,38
93,77,39,93,43
88,46,89,39,20
14,43,60,37,53
68,7,64,91,64
93,39,26,34,51
27,49,78,47,82
32,23,2,53,41
55,53,51,84,49
34,1,46,23,72
15,6,46,89,15
59,88,71,64,44
50,27,89,78,52
94,31,7,101,83
78,86,81,40,66
48,31,37,80,76
12,94,67,91,70
40,6,55,54,91
89,62,91,27,88
34,58,48,87,48
85,87,20,99,101
33,45,61,23,48
84,38,32,97,84
80,72,17,95,39
59,14,92,63,49
21,78,82,17,12
42,2,61,37,72
9,11,88,82,4
88,22,12,58,91
21,54,42,77,39
6,24,4,75,21
34,68,25,71,73
67,15,85,93,83
38,22,49,73,85
71,4,76,20,4
34,7,80,85,26
100,19,68,85,48
96,25,19,30,58
58,90,90,68,89
17,84,4,74,18
61,23,42,54,37
20,8,100,40,80
90,71,32,17,41
65,95,8,1,95
24,60,30,16,49
77,56,52,8,88
73,41,94,91,68
23,19,15,29,36
92,81,22,47,6
82,12,56,27,47
39,74,79,32,89
65,21,8,66,43
55,100,68,14,9
80,58,40,86,24
19,46,60,14,26
9,87,11,19,29
101,85,43,25,29
79,63,11,92,94
63,41,7,13,90
28,50,87,98,53
38,5,57,75,40
19,10,17,20,82
85,48,101,31,29
60,54,73,30,19
99,76,55,44,75
57,12,46,60,61
21,74,17,30,67
12,75,80,31,84
27,42,44,52,53
35,71,17,80,18
35,31,21,83,66
35,81,98,96,30
71,32,27,21,44
20,37,7,17,92
84,12,69,100,78
43,89,97,40,7
54,89,27,16,90
14,24,55,101,1
93,85,33,64,77
34,30,6,87,20
46,3,100,3,1
7,3,99,90,6
48,90,57,82,42
33,22,92,7,31
25,34,81,18,18
20,76,60,18,25
43,12,17,20,63
68,46,5,62,67
79,3,35,6,43
58,93,56,92,89
36,33,32,96,33
84,82,36,1,93
23,13,81,90,2
42,63,87,29,42
85,24,97,21,99
18,63,25,39,101
43,45,75,52,76
66,52,2,64,67
66,52,94,92,63
78,2,31,83,7
9,54,19,30,31
70,18,11,101,42
22,83,58,44,34
42,6,35,74,22
98,2,51,61,20
1,78,11,16,101
39,28,9,95,7
77,80,67,91,1
29,63,38,12,13
18,44,50,44,26
97,85,89,55,50
76,77,84,65,3
36,39,57,66,85
17,83,48,63,14
59,74,58,58,74
53,98,52,86,26
83,55,39,18,34
73,1,44,76,6
17,34,23,28,61
34,10,74,72,29
93,54,20,16,77
17,32,4,46,84
9,9,5,32,96
97,76,80,75,79
54,56,12,27,30
86,76,63,39,80
58,30,92,70,93
39,46,19,101,80
41,6,11,65,91
78,63,18,67,7
28,23,95,1,96
83,86,44,7,45
46,89,66,55,93
29,76,45,82,7
14,49,19,73,67
27,78,55,53,95
19,39,29,97,41
48,17,77,60,51
30,94,60,25,24
2,70,75,22,54
93,78,4,30,58
42,92,22,61,73
63,37,18,89,6
82,101,49,82,14
37,39,38,44,34
6,53,76,56,7
75,83,37,89,66
88,94,95,24,88
12,44,81,34,65
11,58,69,58,58
28,42,100,87,54
25,78,77,90,68
1,84,42,8,76
6,30,36,27,50
13,5,26,27,18
13,42,5,12,56
84,76,88,34,73
43,66,7,8,22
87,46,51,88,56
67,25,19,61,18
14,63,12,71,53
44,57,55,46,2
44,64,81,42,12
32,94,55,5,31
48,67,10,53,52
78,77,90,98,91
53,88,53,73,56
40,2,73,58,5
25,87,82,5,62
101,13,10,99,78
97,81,20,4,48
83,43,23,75,9
69,84,73,39,71
49,97,32,32,1
95,10,79,81,49
40,24,9,41,90
20,58,42,37,24
29,4,77,93,8
60,13,4,62,60
42,43,54,93,31
66,87,47,10,2
85,69,84,55,55
63,70,92,97,87
34,2,61,56,42
83,94,97,52,71
42,38,63,78,27
101,41,27,48,78
70,60,61,1,59
57,47,39,15,96
100,82,14,12,31
20,76,87,29,64
9,1,91,9,22
43,47,33,45,73
39,8,81,5,81
61,28,79,95,100
77,80,85,41,76
19,7,37,20,71
73,15,3,45,10
28,12,75,2,24
28,53,68,94,36
81,54,76,99,88
28,100,61,47,11
28,100,49,27,18
22,27,51,39,2
79,78,7,58,100
82,21,1,65,58
24,97,45,90,97
34,87,43,50,57
52,66,59,15,55
95,63,51,75,22
52,67,22,95,12
33,28,87,49,71
96,56,11,35,42
6,34,44,63,87
74,28,6,54,81
8,68,40,55,16
11,65,51,32,9
71,51,1,23,81
42,61,93,45,42
53,44,55,23,84
68,16,81,17,84
32,75,48,99,25
86,11,45,48,4
30,45,95,47,78
78,82,86,86,99
74,85,15,89,1
3,70,87,7,61
29,56,39,42,44
40,70,23,4,73
78,78,100,22,35
11,71,77,50,76
10,14,9,3,50
34,101,79,5,5
23,16,42,53,25
3,12,64,100,65
43,94,35,32,55
58,32,6,92,3
87,76,11,58,64
23,21,58,33,68
76,32,31,2,75
45,17,58,21,35
74,36,17,47,23
9,15,4,10,48
26,75,93,78,66
27,3,65,30,3
78,86,85,32,95
66,58,101,34,38
65,9,88,93,44
97,7,94,10,44
16,22,25,100,64
46,63,18,18,24
56,28,32,22,25
65,75,5,89,30
