54	68	94	17	97	9	64
26	23	15	25	82	53	66
46	98	78	94	16	82	95
27	83	53	26	95	36	89
81	97	94	29	71	61	34
81	11	41	33	27	85	81
67	46	74	41	13	93	88
59	5	9	27	32	7	84
16	83	95	45	70	13	72
1	37	89	94	35	87	4
88	97	65	88	56	40	59
98	35	90	82	91	96	13
41	64	4	10	14	39	35
88	99	76	90	58	55	87
5	46	50	4	44	69	38
39	24	3	75	10	64	3
86	54	9	20	46	16	71
72	59	94	18	44	90	26
46	47	23	85	92	44	16
2	78	27	14	96	67	33
79	55	54	27	91	86	86
22	76	45	60	37	19	76
86	71	6	21	43	58	20
60	39	54	62	71	36	27
73	15	26	71	29	46	1
34	55	59	92	62	80	2
50	85	46	85	34	3	3
57	34	44	53	72	75	86
95	4	70	88	20	35	33
29	75	94	79	29	14	17
34	55	99	60	100	25	43
35	27	56	38	52	74	64
87	81	47	100	95	52	36
71	94	11	77	45	55	7
65	57	63	64	32	31	15
74	92	53	42	76	38	81
65	11	55	87	57	87	27
11	99	73	76	52	67	63
58	90	65	15	57	22	55
15	28	64	25	18	41	61
100	25	36	90	40	7	73
26	93	93	39	69	81	53
87	41	10	60	74	14	2
65	49	14	58	75	91	80
97	2	31	87	61	64	79
11	13	1	44	19	83	12
34	40	2	86	24	66	54
50	98	20	9	44	29	32
35	56	59	82	23	18	41
61	90	3	33	50	83	30
18	80	11	52	56	42	2
87	41	34	20	100	63	92
70	61	50	16	98	11	34
69	45	6	97	69	47	61
46	100	9	14	20	88	78
33	91	43	46	82	44	38
32	24	4	17	75	1	81
63	44	69	75	96	96	4
42	34	21	87	97	57	58
50	44	48	75	64	63	23
50	4	35	72	77	80	7
34	19	84	52	34	77	74
4	15	100	98	81	37	73
1	82	40	61	8	54	45
100	22	62	59	99	91	83
60	52	50	95	91	43	53
59	23	96	73	24	65	40
10	46	38	12	51	67	38
8	1	34	59	63	77	80
39	77	72	55	44	61	57
74	84	8	5	71	80	66
36	11	38	13	52	70	28
99	77	10	78	97	92	73
75	57	37	67	82	22	62
100	59	3	31	71	42	38
1	98	96	84	94	86	39
73	67	18	58	70	25	70
21	96	36	42	92	82	82
53	80	52	7	73	4	40
45	53	8	67	84	93	56
30	9	17	6	12	86	48
60	90	6	28	47	89	2
52	45	17	53	11	8	55
36	69	2	77	84	14	26
92	32	86	46	95	89	19
71	21	63	82	27	72	3
63	74	46	93	25	96	97
89	19	57	95	42	96	49
4	78	23	31	89	20	81
19	53	11	60	87	54	38
64	29	33	44	22	88	45
1	52	15	86	47	86	64
20	15	100	30	67	4	95
71	46	45	88	29	60	8
91	82	100	25	57	77	69
78	32	23	98	84	12	16
15	29	54	97	86	20	9
91	3	16	55	65	45	86
41	95	51	5	96	71	56
36	30	53	88	28	81	42
71	89	23	34	23	14	24
34	68	15	28	76	59	64
31	58	71	35	74	80	80
77	6	2	46	84	51	31
74	24	9	61	73	27	62
51	86	8	80	35	56	22
87	34	8	49	87	92	91
70	53	72	46	81	36	87
100	36	100	65	54	48	97
14	32	49	96	45	56	9
16	27	95	64	12	28	100
18	6	38	4	46	40	100
61	76	17	98	63	15	91
6	8	50	53	32	32	17
94	44	54	21	45	90	79
52	11	49	62	65	61	2
25	9	16	1	64	82	78
94	59	41	55	90	11	48
68	55	57	93	87	42	66
56	38	96	40	73	91	39
49	34	81	33	74	26	81
100	35	21	94	49	45	67
37	15	96	24	38	40	83
87	81	9	85	92	45	97
15	68	45	6	84	83	15
100	86	36	49	70	33	44
57	86	97	45	66	39	51
13	96	79	27	25	19	38
14	56	54	67	72	77	14
46	58	91	24	18	77	22
39	20	4	11	77	88	75
89	15	80	7	71	61	25
59	75	63	92	87	35	20
23	28	9	41	76	77	40
89	78	49	51	18	62	72
79	47	32	12	9	43	50
7	92	5	72	24	60	77
74	6	85	40	98	28	77
52	83	33	56	36	48	18
48	59	8	51	8	68	43
83	26	99	57	84	74	44
8	26	87	39	80	7	34
8	50	84	21	71	35	77
40	6	41	88	81	48	14
29	96	11	88	45	50	49
83	12	56	50	6	16	18
34	65	3	72	98	74	51
67	93	25	52	7	28	32
66	21	49	61	32	4	75
30	46	70	75	21	7	90
17	38	68	80	98	56	11
9	21	12	28	48	58	65
23	59	65	15	54	67	54
91	42	15	12	12	60	11
89	57	39	20	98	89	11
45	31	66	44	49	73	52
56	82	62	57	89	34	73
43	84	57	38	60	55	90
83	61	10	85	94	69	9
29	38	1	61	4	62	78
35	39	44	79	82	47	18
72	9	69	15	26	91	54
17	3	33	9	97	13	9
46	94	98	41	6	58	19
32	49	86	62	48	70	44
89	15	4	27	72	74	59
43	36	23	61	1	19	92
56	80	28	91	98	35	36
83	31	84	66	4	12	95
76	50	36	72	64	58	41
79	3	30	34	32	59	26
27	75	30	70	7	9	12
16	69	91	16	15	79	39
21	60	94	38	29	43	11
52	90	79	88	60	15	100
53	92	20	90	52	69	21
32	7	19	60	96	40	2
45	91	44	96	31	89	15
55	80	97	64	41	23	42
32	23	77	42	37	9	98
100	23	69	26	31	100	93
37	43	63	86	95	96	44
80	70	47	50	30	35	34
38	59	4	92	36	95	38
99	5	72	89	52	77	47
60	7	38	87	77	49	28
22	89	61	38	54	10	31
87	50	35	91	19	87	34
68	3	48	89	7	65	70
5	26	79	97	51	91	60
44	87	58	4	34	82	74
44	16	71	65	40	57	85
53	40	48	6	85	79	85
28	11	64	57	67	2	85
21	5	46	2	4	3	62
37	2	31	92	58	90	77
14	25	11	50	31	57	38
48	27	79	3	68	19	56
38	83	75	11	22	91	73
55	13	52	5	4	62	65
1	4	78	37	93	68	93
85	48	53	83	90	65	79
14	13	64	35	78	14	39
73	11	66	76	27	65	84
49	88	88	98	8	11	22
42	8	68	67	73	3	50
50	58	74	94	89	56	44
66	93	51	69	14	32	4
96	54	65	27	11	66	100
91	74	9	67	75	37	25
48	97	78	92	41	53	73
15	67	82	35	70	80	85
51	33	64	73	8	95	45
97	97	80	3	56	1	9
25	4	88	35	49	65	24
31	26	12	62	23	53	43
77	73	54	24	8	8	95
4	34	26	21	75	91	95
31	33	19	55	7	53	74
53	31	87	85	36	40	9
88	6	79	12	8	49	83
24	21	34	41	66	66	2
61	25	82	60	31	18	2
68	85	5	95	92	10	61
3	98	8	75	28	88	11
20	17	82	51	85	42	44
11	28	54	94	98	1	20
69	84	81	54	90	65	43
81	20	13	60	18	67	85
29	36	54	99	95	74	7
47	98	88	99	46	49	88
38	93	98	89	86	2	94
39	86	12	83	11	83	69
24	66	36	5	93	5	42
70	92	58	81	7	14	61
9	51	54	82	27	82	54
36	13	6	71	34	96	17
60	23	46	35	57	100	38
100	29	69	89	52	79	45
12	99	71	70	71	46	12
77	3	53	5	14	81	31
72	73	85	54	33	52	99
27	6	16	1	13	12	29
73	47	35	57	16	35	61
3	17	20	32	92	94	99
39	61	35	98	53	55	36
77	22	10	40	51	83	21
98	82	21	7	29	49	91
66	27	58	14	18	77	82
33	25	67	86	58	84	20
85	61	62	13	34	35	70
22	8	24	65	11	3	99
10	16	65	2	80	10	76
19	14	13	25	19	24	88
22	24	66	57	62	82	13
1	73	36	23	15	53	76
5	3	86	71	61	3	19
43	39	99	52	60	26	88
81	20	4	85	91	22	12
58	89	17	83	83	51	82
94	11	41	65	95	62	54
24	13	31	81	95	12	17
43	92	45	54	68	55	49
88	19	74	19	66	57	89
55	69	28	63	3	1	23
35	3	24	38	15	65	90
69	16	66	92	19	56	44
71	14	91	10	34	97	40
10	61	58	10	38	26	35
85	52	85	7	85	61	48
80	55	92	96	79	11	6
94	60	49	48	54	79	22
96	91	48	77	47	28	33
11	38	41	39	22	31	50
66	91	20	8	97	43	55
28	90	74	10	100	92	15
72	4	32	81	42	49	74
96	91	17	24	51	10	24
4	36	48	54	67	17	45
82	5	54	60	44	80	29
78	79	20	28	65	98	50
58	23	10	3	54	96	75
99	83	97	42	97	36	21
22	11	86	96	59	31	41
78	79	52	95	22	96	53
59	88	47	95	35	87	92
100	94	97	100	80	41	20
48	64	98	64	45	46	58
15	40	56	13	100	58	76
24	27	55	51	92	95	81
65	57	79	91	89	96	56
13	43	50	98	85	40	42
94	86	38	28	82	97	60
74	46	67	62	71	6	72
10	10	68	20	19	39	55
67	64	38	46	19	19	17
68	84	62	66	5	88	35
45	29	32	23	74	97	55
79	48	5	64	88	29	50
85	13	72	95	35	47	42
25	92	11	25	11	92	97
97	66	53	72	23	93	86
46	83	54	98	4	1	58
76	99	12	2	15	55	13
43	35	11	53	45	55	62
14	4	94	59	72	60	44
1	37	61	59	77	70	92
18	96	83	8	68	6	83
59	85	40	53	66	83	32
20	12	79	48	54	28	47
34	92	56	19	50	69	91
63	27	5	92	7	37	27
11	86	59	39	97	96	80
37	26	94	84	72	99	27
90	45	57	78	97	73	82
85	8	14	13	98	60	71
22	29	19	84	34	73	95
29	78	46	70	74	9	56
54	45	48	80	31	48	35
43	52	63	15	30	15	14
14	2	14	24	39	36	14
16	28	73	8	25	17	86
63	46	53	49	99	45	7
95	6	17	4	19	42	61
70	82	10	41	45	11	95
37	36	99	98	98	39	82
51	91	84	90	25	63	4
82	76	42	38	83	79	52
69	2	47	23	49	76	13
23	92	58	70	11	97	24
44	25	74	48	17	97	33
52	68	97	98	23	30	26
58	64	54	79	63	22	99
33	24	4	31	18	54	55
58	47	24	86	87	21	91
42	16	46	12	23	52	15
84	69	39	68	90	90	97
2	25	1	47	1	2	58
78	13	67	98	20	20	66
89	20	49	17	68	75	2
35	70	54	47	93	46	57
66	69	21	89	1	94	11
61	89	73	12	81	60	79
86	50	58	25	40	27	29
24	37	62	78	12	3	5
57	86	95	85	7	52	58
33	75	49	77	87	60	36
99	52	70	39	47	23	25
45	85	61	77	68	16	17
9	16	9	21	38	84	64
76	33	91	35	19	97	65
73	62	17	5	92	97	12
67	19	80	95	58	71	84
55	14	59	51	43	70	82
10	91	42	41	100	32	26
26	55	62	37	68	92	91
42	70	20	47	99	100	83
32	96	1	90	14	21	82
96	23	86	50	66	77	35
79	68	99	80	84	63	65
20	5	56	4	46	71	31
92	64	65	68	51	65	94
77	7	81	99	100	36	98
43	97	10	48	63	33	60
7	22	86	96	23	36	76
9	87	78	93	18	93	78
69	35	86	91	21	76	16
8	74	27	97	41	37	29
96	82	80	99	65	1	72
31	83	75	43	40	77	15
81	23	80	80	86	51	18
6	50	82	25	81	31	62
99	43	95	97	55	47	43
6	77	15	52	61	97	61
51	16	35	93	86	67	39
14	29	18	23	29	64	29
88	68	18	42	24	3	73
37	36	69	63	84	15	67
16	18	56	50	70	3	5
89	42	48	74	98	12	32
57	67	59	69	4	29	70
64	97	8	3	94	56	4
39	13	70	59	18	21	32
36	79	6	84	70	88	54
51	68	80	58	32	24	10
99	38	63	7	14	48	57
82	84	83	82	45	35	51
68	59	29	17	51	83	17
95	83	11	24	86	100	88
51	11	70	18	42	66	40
5	99	2	74	60	6	82
41	39	67	78	52	32	87
83	91	38	35	14	27	97
75	91	60	97	92	34	28
100	97	60	58	91	6	41
29	40	64	67	86	98	79
4	96	6	65	13	76	21
87	64	85	2	38	14	94
24	36	6	5	43	100	84
69	61	34	87	13	84	44
72	3	76	43	88	57	19
39	90	58	71	32	37	67
73	80	78	91	42	20	11
75	34	46	86	31	66	6
73	23	67	5	4	33	5
60	47	20	44	68	2	15
15	16	71	79	10	72	39
81	50	86	16	19	89	55
47	32	46	27	26	92	71
22	2	18	77	65	75	70
88	95	30	2	28	63	45
69	21	41	51	74	98	56
13	22	51	65	50	34	100
35	27	14	93	96	90	54
75	71	85	95	15	91	45
78	69	87	5	33	99	20
3	45	52	54	62	98	97
88	42	65	98	20	55	90
1	37	99	100	49	98	82
33	46	83	71	14	67	54
97	41	88	48	47	46	5
48	9	17	84	21	42	91
97	73	69	34	58	11	94
76	46	26	8	55	73	25
82	100	33	13	6	30	82
49	29	74	61	91	25	17
74	3	91	87	15	92	51
29	36	69	62	8	1	61
30	61	50	13	10	5	20
66	56	71	72	83	87	55
38	86	85	92	63	88	33
61	22	53	24	20	87	76
92	86	75	44	90	84	57
50	98	70	72	28	66	53
92	95	53	28	15	77	37
35	42	80	58	7	11	98
61	16	71	15	24	58	59
61	61	23	48	88	19	76
43	90	69	96	73	91	3
69	58	1	27	32	78	47
8	70	90	74	68	92	29
2	89	58	38	31	94	39
15	47	86	11	14	99	75
27	64	16	5	7	58	38
10	91	27	20	88	42	29
29	6	97	72	57	54	39
93	24	94	83	12	15	8
73	60	92	64	69	42	72
97	39	29	89	41	12	21
93	86	90	7	12	70	14
61	83	81	53	62	46	1
50	90	43	79	90	25	51
60	56	99	63	77	46	76
39	93	74	17	50	25	88
35	43	76	18	49	70	1
47	37	81	81	58	89	38
20	96	19	76	13	88	43
26	70	62	40	74	93	68
73	78	46	7	14	41	87
3	75	43	50	5	63	49
12	66	79	70	70	24	42
40	73	19	7	32	96	3
17	80	62	53	70	52	2
50	53	100	31	41	44	58
26	32	81	92	29	34	34
1	52	21	75	83	58	12
85	36	100	50	25	2	58
91	50	87	40	35	18	39
44	16	69	70	36	27	26
88	78	51	53	84	45	53
73	89	51	27	52	25	18
3	9	71	95	37	68	96
80	12	5	95	75	38	22
67	63	2	93	99	80	4
85	99	80	76	92	18	49
17	81	10	33	83	14	14
91	45	80	10	97	73	46
85	62	80	63	48	14	4
18	43	79	3	21	68	2
39	4	59	71	48	29	31
24	9	71	94	41	82	64
27	81	66	90	68	24	5
52	87	82	96	59	81	66
22	78	85	25	58	79	63
73	44	98	95	58	17	51
96	13	12	97	47	23	57
81	15	19	46	65	39	24
83	55	14	79	73	6	95
70	92	80	55	81	23	65
60	77	59	96	46	6	86
34	40	2	51	62	79	100
76	31	14	64	10	42	49
76	76	2	32	83	19	72
55	88	100	100	27	6	4
72	14	38	65	3	1	53
38	39	52	97	18	74	52
61	6	75	89	94	27	7
2	48	66	86	96	41	66
25	43	95	23	29	23	72
98	74	95	20	48	20	5
80	77	48	77	2	77	79
12	97	73	3	41	14	35
5	31	75	63	67	66	65
97	16	8	78	51	99	66
59	32	57	25	60	44	68
7	56	95	27	56	35	34
89	46	62	49	62	4	65
51	8	49	70	19	84	42
32	73	67	63	93	57	93
19	62	23	48	17	3	58
54	28	18	59	66	40	43
89	79	37	2	16	17	51
61	27	99	41	58	54	31
78	3	27	2	65	37	69
38	88	88	88	39	68	90
1	91	13	32	36	76	63
47	29	82	6	22	87	40
90	46	14	32	86	52	84
38	79	52	91	71	24	36
74	8	24	76	58	100	90
2	97	14	86	50	47	69
41	4	2	41	21	23	94
2	68	61	51	56	9	42
67	34	46	67	19	44	2
95	64	63	31	7	100	19
31	17	18	74	74	48	62
70	64	72	48	80	44	74
79	1	81	37	57	66	13
79	77	53	15	58	69	99
87	89	64	3	71	24	78
54	70	97	82	11	57	20
81	7	88	72	2	8	36
30	74	59	75	38	56	36
94	69	86	61	70	68	47
44	14	75	21	32	7	74
2	39	96	28	94	52	99
26	98	85	66	32	77	70
77	3	5	9	65	26	2
89	24	85	33	24	92	55
99	63	78	57	75	46	38
73	95	25	9	23	96	93
44	73	50	10	3	91	22
66	12	12	72	84	69	76
76	93	42	82	3	9	80
17	89	35	72	92	69	73
55	72	27	45	85	18	67
62	5	16	67	53	44	46
68	86	100	11	61	99	94
13	60	85	90	84	86	44
16	93	94	37	97	15	44
4	50	35	12	68	18	97
18	36	98	79	17	71	56
48	86	50	92	41	14	4
45	70	32	86	29	59	5
15	97	68	20	66	65	26
50	83	43	6	78	57	28
40	47	72	21	27	98	47
79	33	39	34	92	54	33
3	41	47	57	18	99	23
20	9	79	59	57	13	23
4	18	52	72	2	63	28
39	18	38	43	22	82	27
3	4	47	61	98	80	77
78	93	54	28	76	94	2
49	89	82	26	19	41	29
48	93	19	7	86	55	93
74	78	26	27	55	38	18
61	89	71	3	64	22	73
65	7	96	67	99	42	98
4	17	56	63	44	30	19
52	67	36	84	51	97	27
40	78	81	88	88	26	49
94	11	10	91	9	44	16
10	16	100	96	46	3	59
52	87	80	89	30	11	40
43	17	47	21	41	16	52
17	46	44	28	40	79	43
47	93	87	41	1	90	29
82	3	31	91	8	68	48
67	70	92	46	100	70	30
41	99	15	58	74	62	57
39	92	76	69	65	2	41
71	70	24	98	54	54	13
6	4	22	97	75	75	60
51	64	45	10	27	82	55
9	79	81	100	70	30	56
71	63	13	28	65	91	96
41	94	73	13	16	58	16
92	29	32	5	29	70	88
14	72	76	92	80	23	21
60	62	14	25	76	24	87
94	27	77	63	38	94	10
78	2	74	88	49	55	29
49	50	35	84	74	3	63
61	19	72	64	17	44	80
84	34	74	46	14	51	51
9	89	82	64	90	100	36
31	96	61	14	87	58	20
10	49	82	93	70	80	70
85	55	86	99	89	4	73
19	31	29	59	63	62	11
21	92	42	80	96	60	99
78	6	79	18	58	62	33
72	28	5	41	86	2	64
95	30	30	81	12	19	13
61	94	89	11	70	34	99
18	92	86	87	61	25	65
23	6	72	83	80	92	28
75	22	62	55	74	100	42
54	2	53	91	45	19	50
44	37	35	48	3	30	96
37	93	56	74	90	88	24
6	5	8	38	96	19	99
70	80	50	95	81	27	64
23	51	35	62	63	90	78
73	89	67	13	10	22	14
17	12	22	36	42	35	99
65	26	77	86	93	43	86
5	74	6	14	24	54	13
66	30	67	13	17	34	55
10	90	67	82	92	64	9
22	25	78	1	89	30	54
10	15	75	8	68	88	38
15	47	16	93	38	62	33
7	6	13	67	52	6	99
70	53	3	9	95	95	68
53	62	50	71	27	36	62
19	29	27	26	78	44	15
32	73	2	63	35	3	87
34	47	25	56	68	60	64
36	22	51	1	66	4	13
90	48	17	3	46	44	89
51	61	79	28	24	64	12
84	51	84	49	83	11	42
45	84	50	85	41	11	34
72	58	14	50	5	2	69
80	62	27	38	68	1	81
43	51	82	64	50	95	14
41	14	9	39	7	14	96
75	57	82	44	79	75	70
50	4	23	31	74	92	28
55	78	1	100	43	46	13
46	69	92	10	60	64	67
26	81	71	63	68	83	61
57	79	5	98	66	6	67
94	4	44	53	97	88	41
35	82	89	43	78	80	44
58	14	92	16	34	43	66
49	4	33	68	79	72	24
2	95	24	2	69	36	37
19	41	69	47	51	22	36
6	80	55	78	70	58	6
82	72	43	62	47	22	43
100	87	47	72	85	13	78
9	14	24	64	45	61	37
71	21	41	71	21	21	9
69	27	18	23	12	61	67
79	35	7	37	31	93	55
86	83	50	41	93	45	57
89	55	94	63	93	37	98
21	97	75	35	41	74	94
90	60	23	57	7	63	1
98	89	74	38	89	85	3
22	37	58	58	54	84	97
90	97	99	39	45	67	56
34	15	80	12	71	79	78
47	79	92	66	8	66	72
80	66	77	4	33	54	9
27	82	32	37	53	29	36
51	33	20	72	23	19	42
72	54	75	30	32	10	16
29	49	13	82	32	84	89
90	36	74	84	81	42	34
7	4	47	33	48	82	86
95	9	38	51	71	52	68
43	61	59	90	77	88	92
65	20	22	94	19	16	78
98	67	39	79	25	24	94
10	66	25	45	80	29	28
78	56	36	36	31	68	46
32	21	89	32	26	21	16
60	64	39	3	32	44	44
23	88	100	34	53	65	76
44	65	42	24	7	63	64
29	75	75	61	11	96	31
62	43	36	67	86	23	57
90	19	84	12	61	92	90
50	97	15	15	49	60	7
14	53	24	3	71	87	84
48	98	69	65	51	68	36
30	52	41	5	86	1	21
65	41	51	95	86	76	16
21	1	100	87	26	15	26
77	14	92	67	28	15	8
1	93	42	15	71	99	28
94	69	5	4	39	23	48
30	81	15	27	83	80	26
17	78	72	95	80	87	1
100	13	29	95	74	17	87
72	41	43	12	49	9	20
9	77	30	2	58	78	78
33	17	13	30	56	6	76
76	6	2	59	82	38	39
40	42	5	10	66	99	72
46	35	83	15	10	100	89
30	43	1	96	33	82	100
38	54	11	42	70	67	85
85	36	59	82	3	59	29
1	41	85	35	46	57	70
36	83	86	94	65	60	93
84	97	65	14	51	79	13
43	70	30	9	8	27	94
44	14	69	21	47	100	17
19	8	74	67	50	15	80
100	25	62	6	64	12	38
50	83	18	13	18	31	89
34	92	44	84	2	48	36
68	27	78	45	60	73	10
100	93	3	44	83	90	43
21	40	64	58	98	46	69
65	35	89	33	23	85	78
17	83	34	97	51	76	47
49	52	90	95	73	83	62
67	94	73	76	60	36	53
11	55	30	23	87	6	14
88	47	57	57	78	2	9
50	5	2	78	18	59	77
78	10	66	72	21	79	39
52	83	17	99	86	14	56
26	23	26	24	67	8	30
11	7	47	67	32	64	3
59	62	88	23	39	69	19
43	8	66	89	43	19	4
51	84	49	72	7	30	75
72	21	86	72	80	78	75
44	16	10	64	11	77	10
95	54	17	93	62	45	79
61	42	24	17	81	15	49
46	10	84	92	76	64	26
37	92	52	21	6	21	6
57	16	27	89	30	7	54
38	64	77	14	66	46	97
100	58	72	58	23	16	10
43	95	14	67	90	80	70
17	16	62	71	39	23	97
76	52	40	89	72	12	49
87	46	24	85	47	32	73
100	55	73	11	89	27	18
16	87	65	51	92	31	68
31	99	49	85	76	16	26
74	8	20	18	9	45	37
85	8	81	84	91	65	75
13	14	62	69	79	47	5
83	100	80	55	50	79	49
67	19	95	96	3	48	92
64	46	91	62	27	80	79
34	84	28	88	36	53	69
80	30	19	39	5	46	78
27	12	61	57	73	13	35
25	56	81	62	36	20	94
2	48	86	86	60	43	67
60	81	28	63	94	3	50
68	4	80	57	39	48	54
91	86	89	38	53	2	18
21	91	38	4	47	62	36
46	88	31	12	58	19	6
78	61	90	84	8	48	64
47	95	47	88	4	95	82
90	22	99	69	86	12	5
63	34	58	27	84	11	34
1	25	48	37	53	23	62
74	6	82	34	85	81	9
85	15	100	20	70	24	51
80	48	15	97	35	33	6
50	16	53	36	4	46	10
61	49	7	43	15	82	88
9	79	11	70	73	65	19
36	51	49	78	43	70	90
31	63	32	78	53	68	52
92	2	89	42	6	96	77
56	28	88	32	78	51	38
