982	174	215	60
252	400	464	846
668	615	345	969
474	147	436	483
392	380	417	232
969	553	426	29
796	511	95	296
267	445	643	775
881	121	182	29
65	406	395	262
564	410	134	961
807	640	623	545
980	609	856	420
246	636	567	628
516	155	192	660
378	430	539	666
152	74	106	783
496	728	995	979
707	396	188	289
824	545	351	897
397	555	730	791
327	843	399	248
538	774	877	161
169	173	485	245
513	756	292	518
470	435	411	407
917	152	251	7
315	316	230	601
491	69	142	856
43	863	884	204
54	479	912	716
859	46	513	997
259	225	896	941
542	501	191	447
706	160	227	648
397	41	203	216
950	7	894	225
239	998	951	207
484	791	424	989
532	821	747	761
545	768	90	406
995	350	414	404
902	81	224	944
481	466	941	126
522	113	31	655
50	357	537	694
565	347	918	967
525	732	64	523
975	218	604	88
618	957	238	16
88	440	711	742
167	295	412	650
619	651	144	91
680	389	172	832
397	588	440	570
543	742	911	748
120	13	467	408
440	803	238	243
226	119	416	469
770	907	307	887
730	339	48	705
901	344	596	876
7	384	517	516
449	923	321	659
757	697	101	98
568	853	796	355
638	88	824	140
15	235	666	333
105	456	679	372
605	658	799	192
303	774	928	731
69	866	564	124
959	333	991	311
408	381	400	72
568	27	425	855
330	796	530	615
916	151	947	5
847	224	824	182
453	62	691	77
463	295	774	9
65	439	985	198
704	778	989	417
270	944	436	598
221	242	386	980
550	602	708	758
729	665	329	808
835	557	917	52
962	320	343	641
491	135	339	243
474	635	842	416
77	559	924	286
440	370	825	581
588	330	990	569
323	580	840	976
111	747	969	436
300	17	261	79
939	378	140	836
87	327	64	529
923	990	26	984
116	134	730	441
424	711	276	31
443	109	558	712
619	811	363	763
755	900	960	398
818	913	803	167
608	533	138	802
694	908	945	116
320	643	305	231
981	359	652	845
892	141	283	389
500	379	241	999
367	609	644	634
431	376	741	412
867	712	417	300
5	604	412	137
942	854	473	928
858	390	81	380
73	860	488	767
276	340	249	760
314	855	505	464
251	749	790	864
765	516	336	799
392	474	620	203
503	983	268	993
474	682	914	740
73	350	967	88
273	504	258	984
163	318	437	7
887	373	127	937
171	364	563	724
610	985	717	488
706	689	899	742
760	1	89	397
467	859	714	643
260	922	392	803
842	449	289	205
168	605	575	815
689	498	308	376
750	755	883	728
196	86	152	777
391	929	315	281
864	513	446	858
948	811	501	623
607	727	990	113
876	709	111	3
54	663	757	227
147	497	611	660
63	145	771	532
338	832	559	188
97	990	888	737
218	953	658	766
869	47	690	956
4	459	241	660
842	4	632	161
578	562	512	599
279	365	595	532
264	437	666	805
129	836	725	367
240	633	578	766
734	810	766	913
960	954	440	41
160	320	911	608
744	930	499	645
156	700	731	698
612	714	266	474
421	800	219	382
514	543	595	115
346	249	691	608
588	480	478	728
977	923	960	459
812	35	242	529
25	172	456	284
353	183	727	106
78	255	781	681
725	440	758	265
544	804	283	586
591	745	468	182
26	587	616	470
130	675	267	538
216	885	434	341
591	631	496	675
678	250	770	389
474	83	163	675
140	106	324	346
891	764	282	904
265	621	484	145
51	616	997	110
305	3	402	535
536	925	639	301
68	959	998	524
511	981	611	483
16	965	423	320
531	81	795	619
953	261	848	125
440	461	226	714
337	691	629	837
550	228	945	709
951	953	95	267
734	858	692	260
664	955	62	813
984	803	127	591
532	668	24	698
754	365	237	286
895	391	260	1000
730	544	91	296
239	995	551	469
874	510	578	672
243	459	974	755
662	745	325	476
259	764	971	96
130	477	400	952
891	809	593	964
540	807	61	573
939	330	295	120
191	155	643	77
756	210	715	966
170	56	861	703
297	270	148	1
549	604	732	160
548	875	829	49
531	512	12	567
442	760	421	724
170	468	208	881
613	593	238	791
233	516	573	163
986	651	234	106
204	909	895	163
557	202	50	42
816	199	765	99
887	443	688	595
682	528	550	542
214	727	866	744
2	948	576	668
701	751	670	43
9	971	889	5
948	894	459	65
730	225	9	847
863	961	244	713
934	858	190	798
835	413	774	841
428	120	895	461
600	711	692	622
82	676	570	194
395	837	605	790
406	272	336	489
698	192	951	191
838	934	305	620
228	605	938	573
7	269	858	68
497	463	770	216
85	176	132	532
1000	296	900	194
368	459	855	960
463	460	160	324
75	709	37	223
699	55	352	694
835	457	656	3
352	506	544	205
317	514	173	120
379	901	596	580
787	877	871	446
137	864	8	963
415	383	828	399
208	535	955	952
659	851	863	331
967	61	368	247
116	899	695	725
109	581	638	713
389	908	562	509
322	659	867	510
868	896	478	292
394	975	864	813
998	145	414	342
129	305	245	72
146	208	912	636
208	462	787	528
277	157	848	734
625	354	379	293
270	668	763	713
192	17	552	271
970	39	757	928
722	814	110	377
561	427	533	890
522	814	433	540
944	706	408	833
25	810	816	651
713	178	367	166
800	129	53	625
458	766	870	952
442	815	524	307
161	88	42	483
953	553	832	239
380	741	735	683
42	915	358	249
909	418	938	852
807	504	519	52
963	523	199	303
678	669	880	334
224	242	444	483
912	50	559	606
892	239	70	973
674	317	257	737
584	988	443	240
839	8	668	131
698	357	383	491
329	757	979	118
440	321	451	532
623	966	432	660
78	638	926	632
826	241	862	331
920	451	462	844
732	769	671	610
473	306	148	225
465	660	654	312
492	572	197	578
262	896	682	12
631	135	935	457
384	13	6	738
968	307	471	963
495	42	256	727
630	359	584	55
94	470	215	106
712	219	338	911
111	158	560	910
200	876	147	699
583	10	389	541
415	941	649	474
726	923	914	11
214	408	472	2
845	186	260	355
760	463	240	440
985	235	788	991
750	644	515	936
963	520	669	757
566	122	211	861
176	307	537	695
509	619	659	347
733	539	791	82
666	309	732	141
900	636	724	463
689	311	283	5
684	560	672	564
546	649	795	919
221	340	856	237
244	171	844	972
300	145	878	477
744	614	135	37
198	514	873	851
497	973	115	273
751	396	378	891
667	465	811	481
492	775	303	380
76	528	92	690
220	387	980	724
346	643	34	118
513	385	870	730
525	440	809	399
845	469	412	18
536	910	461	631
22	147	214	450
830	610	943	262
803	903	740	897
487	46	670	282
54	740	476	993
451	426	852	200
342	236	989	856
510	450	146	707
447	306	482	444
642	667	64	169
506	659	524	9
332	225	493	504
557	347	866	580
382	932	494	825
746	883	387	584
236	105	497	50
786	485	241	749
286	448	687	58
927	808	645	111
923	636	284	457
385	772	345	203
910	633	887	574
567	981	724	466
572	455	471	929
431	909	311	887
433	239	500	873
176	78	650	441
364	336	573	838
40	310	324	851
283	75	888	276
360	481	501	324
871	781	178	568
883	276	568	692
248	694	517	878
202	389	741	425
963	40	865	173
54	507	344	898
920	43	754	928
132	509	192	489
958	554	617	834
794	474	812	995
814	216	789	99
797	451	641	965
919	783	954	854
586	752	65	439
927	855	802	29
859	536	610	488
985	68	17	286
721	612	269	553
291	77	20	881
29	794	650	316
834	741	701	916
12	988	285	264
350	530	439	69
673	25	105	724
914	543	599	73
5	880	200	867
488	581	335	673
918	927	735	512
63	549	12	24
985	534	812	410
973	12	88	24
932	489	684	363
694	766	876	958
584	939	584	616
973	570	483	87
692	118	397	246
634	464	780	813
141	116	735	580
563	842	301	791
588	222	565	493
911	746	692	158
745	27	327	183
158	924	1	346
700	559	637	52
183	867	488	777
272	924	184	727
994	116	3	472
87	494	712	417
637	793	678	829
624	258	214	891
14	462	884	263
186	855	237	243
898	486	56	863
416	847	529	201
963	790	252	742
175	814	545	258
839	724	873	184
109	109	611	689
393	338	579	241
106	971	580	342
669	720	750	812
121	611	811	564
726	943	391	745
378	185	917	852
15	704	929	660
892	948	361	686
623	629	338	526
855	7	746	321
747	596	910	225
533	817	452	267
560	84	546	728
121	799	241	558
412	864	669	197
366	934	639	659
244	947	593	957
965	362	557	531
177	515	732	328
710	309	968	72
760	332	364	936
95	674	520	162
410	626	917	819
483	822	738	513
72	153	466	481
486	659	946	494
268	879	46	261
34	671	350	444
996	900	920	886
879	92	435	69
272	872	116	54
371	931	999	641
773	171	83	689
9	751	225	880
371	847	752	802
851	113	226	235
30	380	805	387
802	641	503	31
883	811	433	805
652	483	699	337
222	411	273	999
394	726	995	771
124	102	223	61
92	492	404	386
756	345	346	408
595	645	997	780
357	692	156	274
885	217	353	961
22	141	845	957
777	596	538	553
408	752	979	232
700	258	848	175
542	106	123	781
85	36	687	29
376	734	803	615
742	912	811	334
807	403	875	58
866	969	262	133
248	443	994	833
844	455	566	153
107	852	592	119
228	669	714	108
295	481	41	192
195	858	894	199
928	479	25	761
268	122	108	209
680	865	55	576
510	924	720	428
340	471	559	627
151	677	926	535
931	324	668	332
198	382	47	585
938	277	435	906
511	559	79	229
178	24	424	695
682	17	589	94
921	135	685	930
916	776	235	953
743	574	476	691
896	510	898	951
867	943	297	842
482	599	916	182
518	904	44	256
657	384	35	658
632	936	712	465
748	248	158	628
845	557	684	922
383	358	819	709
377	241	435	633
277	391	35	77
462	210	642	92
340	880	880	106
232	638	298	94
840	237	276	513
819	486	379	258
487	575	191	326
317	817	142	542
116	86	165	401
739	194	202	769
905	354	663	749
887	437	408	556
630	243	447	779
527	350	50	965
761	433	624	935
469	980	706	481
326	852	48	112
267	457	319	358
655	423	890	738
876	470	892	569
396	207	388	747
403	330	334	685
114	751	513	331
577	673	535	749
167	703	610	802
171	861	148	442
959	323	47	78
883	401	572	11
355	905	636	417
35	572	86	427
520	371	768	930
585	214	172	851
965	194	376	723
219	465	888	807
773	987	903	820
643	354	383	608
621	343	60	519
394	807	501	296
561	62	347	326
245	898	728	856
244	945	963	791
768	703	558	670
170	106	918	678
993	594	93	4
727	543	44	543
224	36	930	312
722	513	436	321
576	943	561	142
828	346	177	848
889	341	679	638
988	754	610	273
50	302	819	380
451	23	284	825
932	153	604	76
116	951	349	959
949	178	552	778
789	462	94	853
302	587	359	321
427	645	838	139
802	260	303	238
289	560	808	737
631	825	239	659
796	173	660	263
157	886	797	524
60	67	493	304
892	243	571	940
636	425	358	595
261	448	302	696
458	395	952	476
522	976	768	379
236	942	262	138
555	295	668	127
614	450	621	711
556	9	495	100
628	465	684	575
714	36	326	734
787	874	798	631
908	330	18	334
143	649	151	649
43	40	463	906
339	475	567	955
459	836	988	965
268	36	957	286
40	738	121	365
398	848	563	320
943	228	344	825
773	198	334	36
376	134	196	684
458	708	114	974
439	335	656	212
731	662	182	145
66	383	66	860
821	876	987	616
810	147	879	355
852	459	678	935
520	568	522	958
936	678	706	653
271	863	31	496
540	608	259	401
40	812	73	494
848	282	424	33
57	789	576	95
563	387	31	680
274	173	185	949
88	859	638	976
617	467	83	955
964	569	877	593
50	612	400	46
869	97	17	371
780	82	903	259
908	58	925	928
625	608	804	157
110	111	460	495
206	503	833	217
424	629	178	499
652	82	555	54
383	91	695	397
580	594	794	802
888	703	144	507
757	909	466	598
697	627	766	966
384	214	266	107
235	773	58	734
136	753	988	51
313	760	538	820
144	873	576	184
610	225	633	660
657	24	10	994
757	441	444	643
522	118	959	477
199	732	454	753
380	277	725	410
942	202	329	591
499	515	171	301
577	574	178	169
817	194	954	659
335	228	839	975
171	578	434	797
316	256	836	768
985	915	648	744
117	882	95	217
507	871	423	668
470	300	726	658
982	609	671	701
91	601	842	889
913	726	7	706
369	755	818	818
15	335	721	317
106	445	811	814
902	314	692	861
210	663	584	364
442	924	637	700
506	335	68	117
381	774	47	391
14	638	874	763
270	675	262	706
513	201	402	318
647	206	778	362
580	688	445	501
118	718	537	580
856	116	128	205
527	524	905	473
785	639	646	223
520	317	553	181
378	519	475	661
45	411	778	393
422	540	774	331
314	527	166	572
534	731	929	726
604	806	371	900
526	374	181	168
273	252	109	221
746	375	955	43
457	788	761	120
595	129	32	988
333	907	766	535
76	566	104	244
26	543	172	715
206	861	891	221
979	535	315	55
877	538	833	240
563	130	822	346
928	868	15	607
389	200	862	175
405	307	372	330
629	934	306	827
342	966	419	24
994	314	951	523
341	409	581	554
887	592	849	362
115	262	122	378
338	524	528	149
844	593	786	602
614	87	655	765
960	91	1000	557
150	639	934	69
985	693	615	71
183	730	85	583
286	335	727	61
395	667	60	639
350	373	993	607
602	447	50	504
560	124	113	220
737	193	408	2
734	880	975	795
831	808	779	562
260	281	6	60
947	443	276	555
426	857	582	724
64	323	473	695
470	277	702	901
998	775	17	318
838	941	277	599
519	947	510	69
849	17	930	871
258	861	789	858
525	549	766	824
821	287	540	693
432	543	957	260
486	971	812	456
473	360	767	822
588	445	908	700
867	764	566	322
646	421	143	696
647	368	929	738
966	958	651	764
654	127	812	482
464	968	86	377
640	979	731	804
361	106	469	878
127	866	790	887
203	979	852	647
317	736	40	496
674	239	712	407
276	873	299	868
376	740	689	411
88	644	184	683
599	970	657	931
566	761	90	251
406	55	998	627
346	573	727	415
840	985	379	500
816	288	833	328
37	586	891	937
154	695	62	488
763	190	439	411
965	586	457	19
161	758	531	812
140	197	244	429
846	525	48	292
748	756	987	408
914	456	41	549
717	921	220	164
429	298	44	793
834	491	702	656
154	401	255	255
376	462	683	309
522	740	150	928
620	424	813	814
457	948	816	663
533	225	145	986
186	537	647	500
812	998	624	627
206	748	83	134
199	514	742	400
633	516	695	382
511	528	459	234
456	777	94	687
852	209	768	453
130	572	783	98
687	835	689	381
544	520	111	659
971	196	181	604
459	50	793	375
934	645	165	716
999	262	444	851
282	669	378	517
4	647	847	797
258	488	912	969
615	268	483	52
118	783	483	767
34	735	118	700
181	360	610	727
342	212	256	955
329	35	288	328
23	149	755	363
594	417	844	244
41	598	76	800
167	643	573	954
197	176	446	817
326	492	682	52
953	952	766	345
41	869	18	408
841	683	827	851
268	498	111	251
873	690	236	963
520	6	899	918
209	412	269	996
87	241	694	477
163	706	686	953
483	660	306	707
675	492	460	244
691	37	984	406
417	100	524	246
762	636	528	494
812	165	634	668
360	836	848	712
960	629	753	599
91	3	839	888
807	809	672	586
290	794	434	183
933	755	795	830
169	315	197	186
132	684	130	471
429	537	951	207
189	696	43	143
665	773	997	652
123	271	630	235
834	828	886	371
123	545	895	401
20	1	389	129
858	371	325	640
510	742	128	528
594	712	829	426
106	741	741	915
823	860	693	495
905	899	506	667
700	167	395	522
722	686	769	169
666	378	714	729
49	273	43	309
621	731	603	588
658	695	695	129
61	13	260	496
578	851	730	317
60	213	687	919
627	24	635	445
134	650	55	632
629	784	958	275
841	544	15	493
127	457	485	661
990	159	788	266
332	266	195	237
770	874	609	827
224	784	301	810
966	164	955	324
903	370	797	659
775	282	583	657
493	295	952	433
610	536	438	359
545	729	25	716
503	669	385	608
802	405	18	162
584	619	719	475
480	421	499	302
388	221	234	857
620	951	525	752
710	341	499	940
76	2	400	908
166	481	948	303
144	750	996	765
372	583	376	409
654	695	142	948
453	264	435	148
182	669	737	300
990	991	970	257
340	930	723	107
555	176	824	330
838	693	690	385
5	105	484	623
623	894	388	975
943	463	549	88
155	814	786	30
636	569	252	264
375	870	929	929
832	509	796	672
279	135	593	323
759	526	436	720
102	920	662	135
389	459	137	934
637	619	712	697
613	439	115	795
1000	350	764	673
504	531	124	158
551	835	782	379
723	402	760	171
500	964	599	105
204	185	310	57
669	129	23	974
406	361	699	962
712	340	475	908
239	107	657	577
926	734	325	282
135	398	762	401
957	386	991	776
599	985	94	149
363	532	483	330
40	572	601	373
420	562	481	185
606	997	860	576
726	31	470	748
727	975	23	677
406	83	411	459
737	601	908	961
414	668	336	363
831	98	57	674
600	793	632	529
67	963	322	393
423	939	882	191
867	499	253	279
602	521	966	882
120	988	860	641
523	532	923	284
189	308	929	933
350	555	284	251
724	710	50	306
309	163	355	892
55	201	708	820
517	66	185	656
374	138	852	947
781	164	53	196
847	659	103	616
501	236	819	814
139	166	575	239
33	207	591	740
933	296	923	800
21	59	417	244
81	79	622	159
93	419	341	774
867	479	549	835
910	403	553	938
234	717	734	852
204	778	19	445
912	715	713	11
373	552	459	89
794	404	950	605
128	908	222	194
711	123	647	993
141	787	951	962
648	265	989	707
411	232	741	883
921	320	57	780
186	401	382	312
177	691	138	993
896	996	862	190
3	802	455	435
406	459	287	970
372	780	62	242
127	507	28	154
705	743	556	379
948	302	221	660
986	334	195	963
773	7	510	416
320	98	825	374
263	529	518	270
118	89	580	980
597	927	92	585
829	701	345	393
624	668	133	279
883	110	468	851
578	890	747	682
174	25	847	722
57	831	768	945
985	1000	869	269
830	654	713	541
913	638	668	174
379	582	964	755
328	55	310	807
18	110	357	236
9	431	799	361
578	934	278	532
392	993	598	407
82	194	232	780
63	506	129	450
76	161	623	248
420	103	386	594
493	394	695	915
197	873	382	961
814	60	721	373
690	643	206	607
255	575	20	575
938	303	676	531
74	62	674	423
665	769	820	737
818	526	262	263
424	337	218	821
138	971	767	259
910	375	80	987
174	299	461	533
689	299	201	558
962	696	675	412
206	682	207	754
68	544	338	495
106	982	997	520
650	215	38	546
242	994	59	880
381	247	841	326
532	437	901	675
312	763	632	165
853	274	253	629
268	707	850	87
327	580	187	397
978	655	83	162
546	955	809	476
634	576	430	919
247	845	744	756
586	328	242	499
811	586	236	765
242	484	788	129
678	707	71	456
108	673	133	21
781	975	374	872
237	217	881	745
710	602	970	330
971	999	351	266
264	682	834	445
507	333	168	259
836	762	739	469
596	29	868	38
643	178	208	107
215	453	700	210
190	870	590	852
476	227	435	345
897	364	726	541
44	168	43	195
816	814	353	564
702	820	265	961
189	761	130	405
513	714	777	308
553	589	791	136
697	270	832	919
292	466	774	595
35	109	295	414
1000	864	166	807
684	146	384	565
728	820	442	64
488	301	971	838
410	77	75	141
143	510	4	746
513	419	156	951
996	467	591	945
416	113	491	432
983	438	211	823
950	457	244	633
415	587	254	433
153	971	738	821
424	951	680	128
557	441	342	438
215	518	489	791
959	329	720	829
642	379	565	639
309	55	471	84
374	337	234	705
563	832	951	256
218	415	660	189
907	877	633	894
361	220	281	254
231	166	139	457
604	793	305	110
839	16	780	195
986	316	39	310
618	310	889	937
233	417	715	67
618	823	656	703
800	448	31	491
482	549	304	225
496	700	670	869
503	179	444	581
685	86	287	274
406	667	375	431
15	229	192	56
995	935	362	10
581	879	587	248
726	664	76	251
997	772	986	786
85	710	112	938
307	490	661	721
222	955	791	55
140	270	369	484
573	155	199	265
879	571	732	120
744	24	148	367
407	542	894	800
941	319	972	222
916	409	70	508
570	840	17	665
465	116	411	706
643	706	594	300
49	794	481	999
935	906	178	412
49	575	8	342
507	802	296	992
13	505	158	940
815	71	158	716
601	588	541	320
308	428	263	572
803	354	634	268
236	587	916	577
617	841	163	76
890	402	271	953
820	277	965	884
385	703	87	579
77	679	693	408
270	571	814	195
804	927	961	598
460	647	807	119
910	567	435	856
910	371	900	402
414	889	718	680
808	65	311	373
974	385	75	358
80	230	716	207
108	882	201	497
84	937	76	304
148	999	28	127
135	229	183	87
301	822	437	928
678	580	748	181
801	466	255	294
744	439	418	957
662	547	697	116
370	910	398	604
709	522	644	528
687	800	334	264
746	89	681	896
111	286	136	777
311	550	902	383
458	92	159	155
526	852	208	651
134	336	536	978
889	132	316	856
871	816	376	383
103	546	791	242
36	313	334	911
669	180	965	658
31	435	307	906
665	598	462	359
136	154	173	513
221	323	926	756
501	659	58	200
459	233	782	563
282	424	983	191
797	283	600	517
640	595	784	831
489	694	270	541
925	657	504	245
798	552	413	680
461	807	535	172
949	996	269	755
532	316	319	668
765	227	56	977
334	621	589	70
670	795	542	161
433	962	986	609
838	580	446	966
244	724	103	286
308	996	426	666
103	413	669	969
534	168	104	186
278	871	808	57
947	339	788	51
150	350	802	627
18	205	466	593
477	240	773	934
107	109	829	406
299	779	661	819
624	98	864	838
754	2	892	955
456	517	799	225
338	167	279	206
696	364	685	51
556	729	422	436
424	191	230	868
100	651	170	258
672	773	499	587
679	904	67	619
554	819	716	455
943	924	775	450
268	906	251	620
791	316	662	726
342	185	696	381
489	672	944	531
688	907	788	622
696	626	973	534
55	272	771	397
964	225	763	427
41	259	761	532
675	64	924	453
268	304	31	467
397	56	332	922
677	724	374	309
59	927	950	559
376	702	428	88
606	721	336	970
928	371	447	702
330	603	252	616
35	31	491	776
666	307	2	936
953	484	857	974
137	423	330	994
753	981	975	39
24	612	210	499
840	171	833	273
309	337	21	144
795	966	526	69
49	154	41	745
162	811	471	94
876	448	490	152
269	995	132	596
348	539	76	662
868	109	675	849
780	63	556	349
860	277	907	260
567	181	158	924
48	515	652	349
24	434	738	621
296	177	3	455
572	496	432	899
317	838	830	396
652	583	871	296
375	338	516	250
846	722	620	866
254	120	310	655
14	578	80	875
674	860	852	473
8	577	688	148
96	300	814	511
750	300	864	403
554	997	349	568
647	926	413	169
499	676	467	420
321	288	191	209
972	810	336	456
704	560	648	120
894	509	586	685
841	959	43	726
974	525	932	555
284	639	977	33
368	720	538	659
969	434	196	453
391	622	222	213
809	62	379	711
335	128	393	405
856	587	555	334
196	236	118	385
359	476	292	6
632	797	447	336
453	368	315	375
596	600	525	22
240	932	412	643
551	968	958	613
658	846	231	536
118	208	20	135
687	244	788	713
39	765	20	653
227	464	793	725
67	670	588	906
470	420	862	440
872	721	146	718
87	526	671	542
477	399	904	544
949	111	776	676
269	766	470	59
355	379	802	130
671	361	839	638
79	638	691	46
895	615	633	702
384	658	899	337
755	875	137	45
37	711	710	965
879	542	501	203
835	696	660	680
158	32	28	781
466	911	145	534
501	909	12	266
105	5	688	323
371	688	788	841
803	403	198	165
875	739	20	135
821	187	402	571
89	290	916	816
513	168	888	114
729	46	551	950
760	651	677	43
93	817	183	796
938	756	308	845
769	669	399	698
122	943	260	904
933	168	728	761
298	205	146	68
724	332	679	493
653	161	314	599
959	278	235	798
586	546	178	856
681	493	807	380
544	853	843	75
564	314	473	684
218	676	439	486
559	428	301	173
498	536	719	353
817	392	157	67
879	357	595	899
252	150	80	491
830	285	306	216
862	995	475	1
742	18	981	292
57	89	75	725
438	673	798	169
420	619	89	964
164	762	888	382
871	909	66	866
364	511	279	912
89	962	876	570
552	799	114	763
227	381	645	310
335	102	741	194
495	606	105	359
361	837	629	517
327	362	754	676
456	817	714	146
882	645	930	801
388	601	777	574
41	467	808	391
746	427	880	667
923	322	664	584
943	762	782	434
174	660	278	919
197	199	837	867
823	389	705	849
93	790	439	106
947	403	68	106
947	706	703	197
661	75	130	486
198	951	413	966
794	227	887	312
880	992	238	756
401	655	122	344
929	490	699	507
841	533	978	25
759	853	385	72
518	683	50	3
592	537	554	703
78	757	928	356
382	878	692	243
637	489	995	353
988	160	877	39
837	330	852	533
378	41	719	704
212	652	970	78
290	107	972	810
859	28	365	96
551	419	353	138
131	422	784	281
403	796	924	761
866	738	172	53
792	44	261	465
868	698	616	487
365	133	920	477
780	426	937	176
21	620	953	846
115	2	766	893
998	192	596	633
755	202	288	349
676	290	966	122
574	826	379	781
733	807	528	772
9	782	346	786
726	182	825	616
179	672	928	935
732	809	803	771
424	520	352	561
79	81	497	119
305	796	498	750
177	145	405	797
462	306	712	101
79	14	487	49
432	975	783	713
368	474	393	73
727	140	666	208
475	196	428	447
654	502	841	578
333	508	93	116
282	92	84	169
892	435	681	550
876	996	565	701
814	635	615	276
813	248	466	225
25	993	268	268
826	238	361	867
277	870	276	943
795	78	82	714
579	178	687	949
462	842	824	612
752	974	202	618
944	802	60	464
483	195	376	595
179	939	482	735
243	237	220	464
599	569	150	501
872	550	570	736
80	808	266	140
237	842	722	879
880	323	637	664
845	809	614	306
250	218	789	257
571	251	88	993
390	526	301	274
97	593	172	386
88	706	746	456
572	165	872	451
692	675	428	405
173	927	521	940
42	96	355	494
882	578	566	467
383	970	583	27
320	434	578	850
432	248	646	493
295	318	183	620
446	626	191	632
651	488	815	785
444	920	803	172
874	146	489	378
176	210	936	748
946	284	796	220
383	367	454	834
233	782	66	263
475	606	71	545
901	235	834	129
86	569	324	350
275	46	865	291
232	225	765	195
720	942	586	825
714	437	777	431
832	418	571	455
80	838	212	684
332	373	838	381
1	333	241	881
392	462	124	609
413	161	663	126
614	848	182	109
84	115	220	360
433	384	612	745
429	58	812	507
710	892	441	175
817	106	974	548
760	707	280	907
764	799	892	238
782	839	620	114
301	582	763	574
842	302	490	363
899	755	946	226
449	117	623	718
775	63	449	232
105	448	263	2
210	569	62	24
351	402	582	405
174	736	635	13
577	727	751	390
561	595	636	483
240	280	345	137
508	229	216	254
624	546	648	875
217	124	882	72
940	455	234	528
71	420	461	390
890	384	584	399
275	657	782	935
93	611	650	396
280	130	606	938
802	871	264	81
136	118	765	971
946	116	100	682
702	868	456	988
681	453	291	712
88	629	795	811
127	518	173	303
430	776	604	991
261	837	948	675
730	369	328	812
789	891	89	213
983	17	52	469
181	240	185	84
845	110	142	616
525	626	106	833
518	85	149	537
361	166	515	591
324	156	827	954
988	981	646	733
603	978	308	879
702	868	878	227
996	605	931	427
938	223	828	163
993	579	676	939
747	45	867	862
256	154	65	847
93	346	478	250
811	976	681	323
871	993	914	477
318	977	467	199
223	532	388	763
396	426	991	481
34	509	921	855
304	765	457	510
521	285	942	664
815	419	859	800
279	197	940	285
258	319	340	305
347	231	177	658
643	862	649	526
131	59	681	145
679	358	484	906
797	414	168	928
435	910	522	526
763	613	301	675
341	926	424	599
823	473	91	291
776	901	960	382
192	201	604	352
676	160	207	268
71	184	367	161
358	150	395	431
984	830	994	594
731	859	992	364
443	102	410	603
342	338	815	679
349	667	517	968
827	146	521	575
890	346	607	262
657	412	396	148
943	274	570	860
143	722	395	146
988	430	444	892
757	206	934	822
375	600	415	920
628	845	610	414
240	868	931	607
725	396	906	885
591	862	910	390
423	719	26	274
940	181	617	414
206	777	236	367
310	832	637	170
932	879	924	942
403	650	481	142
798	712	806	524
578	602	699	152
123	938	679	955
2	916	677	684
488	650	991	336
32	346	266	67
363	985	951	407
713	786	815	756
784	23	621	309
586	258	513	767
255	697	894	952
407	56	665	418
698	854	971	352
