830	488	786	920	573	776	706	364		
987	353	953	363	750					
900	417	492	129	173	929	435			
340	54	370	328	348	189	41	267	440	
712	426	13	520	586	648	446			
138	86	181	74	39	223	54			
337	339	855							
301	211	750	113	173	46	537	494		
434	802	195	124	455	476				
95	848	215							
449	434	404	491	810	988				
148	265	985	556						
862	393	876	72	478	606	281			
95	934	880	226	461	469	356	846		
576	85	181	177	293	228	877			
710	102	326	234						
75	638	610	651	182	165	764			
404	642	695							
154	983	496	104	114					
472	486	83	911	198	12	657	249		
70	672	344	345	590	405				
115	661	666	872						
899	586	414							
840	119	774	588	519	751	181	864	166	
654	614	154	575	145	560	454			
526	278	805	447						
979	669	393	927	599	991	339	827	416	
54	10	749							
745	442	344	209	559					
59	432	838	18						
826	55	904	981						
672	59	589	999	298					
647	191	422	113	590					
146	357	322	18	161	736	95	170	119	862
549	161	924							
818	286	53	524	197	252	82			
417	612	274							
997	989	937	970	961	932	551	924	941	
653	254	192	265	661	339	36	634	86	82
339	445	677	160	708					
867	828	766	601	845	936	409	380		
223	946	34	186						
170	881	481	361						
185	533	556	530	956	942	43	458	441	55
342	461	929	37	113	562	677	835	588	951
650	365	817	300	297	535	713	971	159	368
578	297	548	274	296					
387	640	692	549	485	976	498	565	116	
941	424	856	143	481	302	558	657		
212	858	768	652	910	181	172	932		
515	392	459	967	657	770	476			
49	212	14	809						
518	316	954	602	847	983	501			
22	316	603	208						
325	606	83	666						
459	820	529							
648	74	867	410	954	607	95	847	899	613
798	176	863	661	841	50	592			
756	222	771	33	771	680	74			
736	621	802	371	550	168	124	717		
964	500	253	785	154					
931	136	911	681	806	242	52	896		
780	72	912							
251	956	835							
163	654	227	963	982	126	806	748	115	734
620	238	26	698	22					
675	29	422	214	278					
66	369	133							
405	967	331	968	371	55	200	207		
414	32	592	968	887	411				
64	827	464	253	469	909	493	441	752	
357	700	993	442	752	997	263			
825	499	309	673	879	925	112			
285	830	758							
862	548	387	370	123	74	724			
498	845	17	256	142	825	173			
376	272	703	977	122	604	727	659	75	202
583	180	865	808	44	743	187	607		
468	94	552	618	235	64	216			
672	420	473	23	777	940	742	328		
925	499	37	986	248	427	671			
639	109	703	310	406	524	355	960	168	585
933	239	393	270	182	304	879	713	454	
644	496	895	235	966	313	817	54	55	
22	298	805	209	854	495	488	468	367	252
883	222	171	299	948	491				
203	57	289	117						
415	799	295	140	613					
405	857	327	211	845	206	81			
110	313	423	887	402					
848	274	111	753	331					
894	931	21	15						
11	272	780	140	681	664	771	894	829	
312	401	223	596	364					
596	832	648	639	266	999	616			
309	662	259	885						
263	656	906							
177	403	485	105	900	257	437	214	138	
164	308	383	480	341	385	911	218	622	626
890	797	271	902						
520	564	312	286	57	239	849	77	782	939
908	329	910							
584	789	328	984	341	553	389	747	246	423
564	353	217	377						
420	17	33	82	448	483	513	948	362	
726	920	292	150	990	681				
635	167	12	637	920					
50	732	710	719	990	396				
940	392	25							
259	348	209	704	172	474	640			
873	642	708	180	754	177				
704	25	757	162	249	660	577	725	698	615
927	699	563	1000	277	430	481			
487	182	350	192	251	407	690	127	107	964
745	942	443	993	876	680	825			
107	697	372							
537	405	835	688	822	826				
931	225	390							
376	704	901	159						
853	636	659	321	899	796	662	783		
633	51	285	372	137	821	482			
971	227	244	805	818	370	231	790	210	
831	468	269	777	531					
792	136	842	377	281					
839	520	116							
458	466	273	453	891	869	533	331	640	427
280	526	158							
991	568	614	359	766	182	658			
94	250	790	723	305	453	244	751		
717	598	219							
259	727	993							
486	925	53	725	946					
82	282	969	568	678	866	149	152	257	
870	583	489	175	649					
982	738	359	142	885	18	829	894		
55	373	37	923	611	320	290	450		
420	69	916							
64	508	425	297	413	943	698			
203	465	609	911	879	432	494			
897	247	62							
127	265	766	373	85	371	748	853		
27	354	60	273	197	817	721			
464	92	313							
918	325	96	677	734	351	150	273	510	
156	329	59	985	553	617				
546	416	640	842	267	789	442	161	802	503
788	334	465	601						
926	542	545	271	949	784	627	743		
494	724	610	852	718	984				
452	576	973	210	822					
597	635	566	314	706	256	522			
858	636	149	988	962	932	693	961	758	
936	501	548	932	23	708				
712	186	935							
908	150	824	937						
641	491	981							
740	181	495	498	601	268	436			
33	319	12							
109	767	333							
908	53	431	369	657	325	664			
673	836	205	661	286	29	570	433	711	303
404	377	95	178	360	292	880	410	344	
614	961	245							
319	260	177	815	560	159	494	779	112	173
647	771	654	321						
879	860	113	46	750					
316	285	937	423	979					
637	257	815							
878	585	407	114	987	338	676	339		
733	126	95	440	754	236	776			
818	83	938	177	113	601	984	254	831	600
474	59	612	173	980	769				
515	318	387							
911	84	175	436	757	727	591	441	994	
720	172	990	476	122	752				
103	301	625	714	208					
711	942	409	176	219	538	26			
483	487	45							
864	593	730	565	935	342	363	519	683	
408	313	678	408	206	280	529	437	418	652
302	978	767	204	814	325	771	308	949	
970	42	766	315	359	793	848	998		
715	564	966	638	638	16	907			
130	342	674	56	570	407	967	70	721	494
697	666	832	78	834					
706	812	75	861	251	448	599	874	400	376
711	211	488	227	330	990	557	810		
353	908	425	844						
951	578	13	571						
411	347	16	204	558					
975	280	63	156						
267	515	352	995	643	994	331	891		
469	952	923	858	454	633	926			
50	887	230	302	766	961				
970	848	673	466	544	43	56	277	766	
969	148	667	983	959					
916	264	391							
927	204	329	365	433					
72	622	21	107	600					
151	344	798							
519	559	370	496	718	850	653			
485	487	439	749	194	30	785	676	269	
694	738	275	101	449	362	287	213		
320	610	546	661	838					
799	506	260	343	162	439	666	49		
395	93	392	893	430	80	805			
557	770	53	829	266	958	27			
516	557	197	353	56	741	961	763	520	
482	877	198	700	837	741				
951	451	789	318	559	76	592	817	766	878
41	830	310							
523	849	130							
125	40	292	990	600	646	320	430	227	72
856	68	126	241	111	969	53	193	394	310
181	848	528	611	470	34				
675	537	470							
39	604	933	806	308	876	116	78		
86	543	103	540	408	33	870			
977	866	986	757	862	194	608			
767	333	122	582						
460	246	699	298	341	70	165	205	282	
429	254	493	658						
179	686	799	475	917	490	594	522	889	755
933	924	353	809	238	398	722	192	349	
613	527	609							
728	524	592	346	293	711	799	518		
662	694	395	600	712	729	496			
33	807	573	908	608	409	920	21	436	
780	356	565	71						
110	228	163	958	275	643	254	606	39	
608	927	130	339	233	151				
361	988	610	487	914	178	574			
13	321	369	867	245	756	165	572	841	395
869	915	176	284						
105	326	503	366	974	221	133	493	474	
203	869	500	700	117	745	723	58	801	
426	85	445	135	627	456	639			
115	879	691	961	83	533	920			
574	999	905	863	81	338	304			
222	307	584	884	328	483	461	485		
913	82	131	947	469					
793	148	36	282	122	697	544	444	597	
868	550	821	435	462					
663	64	202	449						
477	581	44							
246	674	558	888	141	465	428	282		
257	240	45							
180	694	105	745						
370	559	763	873	144	735	616			
599	631	779	974						
697	293	583							
694	709	587							
498	817	591	571	509	96				
885	359	510	780	152	480	404	892		
925	699	869	164	384	188	347			
248	506	811	23	892	406	648	321	117	674
98	273	320	546	188	192	182	772		
601	472	830	286	263	423	795	321	70	
36	325	500	989	991					
194	565	22	654	521	468	750	25	659	
659	659	822	109	838	902	804	423		
261	818	280	647						
884	454	970	373	702	635				
649	297	248	252	460	494	583	828		
759	528	39	108	99	626	745			
660	28	96	428	495	44				
77	471	637							
585	385	589	406	998	855	149	446	380	
907	511	732	316	623	50	317	951		
986	257	457	546	722	624	405	940	523	135
300	696	586	840	17	900	888	708	427	
632	200	794	184						
267	360	343	530	801	903				
963	334	933	163	694	51	60			
290	875	146	404	294					
839	732	855	153	866	81	238	104	850	279
663	205	65	326	236					
372	61	623							
165	665	452	836	705	759				
753	117	907	23	937					
267	620	623	325	208	157				
194	309	873	275	60	753	62	283	469	637
642	479	724	799	713	976	142			
628	655	492	182	417	725	138	847		
258	708	409	336	645	224				
838	463	78	365	56	481	328	328		
270	115	681							
230	92	511	355	54	983	223			
582	184	256	305	71	74	705	72	539	
721	103	912	930	131					
128	789	614	358	385	395	652	842	606	953
908	643	471							
742	246	893	919	838					
514	722	133	442	336	786	526			
516	387	97	245	891	558				
704	696	658	818						
234	797	873	481	789	213				
204	635	182							
251	481	879	328	887	306	632	703	745	
546	968	436	197						
900	826	204	560	78	790	734			
525	33	318	342	627	559	471			
672	337	794	120	468	506	312	772	716	292
224	939	495	220	344	767	384	901		
110	432	22	558	778	652	493	443		
920	580	120	487	307	728	672	764	819	
372	438	226	795	133	911	911	771	783	
282	244	509	740	355	950	468			
235	323	124	104						
286	117	708	143	321	701	690	18	525	
584	499	727	61	990	634	882	664		
228	856	805	514	128	532	42			
740	238	250	757	739	304	579	147		
461	621	581	291	475	305				
895	972	663	578	226	409	967	67		
513	344	95	225						
136	551	431	859	978	744	525	532	151	97
346	807	86	338	233	520	578	867		
261	635	736							
242	604	483	554	627	544	565	384	649	
373	369	940	635	219	943	697			
193	246	811	972						
558	671	912	948	472	634	30			
120	464	575	853	573	367	982	857		
544	166	683							
396	965	838	769						
751	662	169	619	974	479	279			
856	611	1000	34	697	564				
998	390	460	160	413	50				
45	261	896	322	467	984				
335	475	435	516	240	343	374			
884	824	310	786						
148	452	18	19	77	175	761	997	980	784
140	122	425	390	628					
419	257	618	299	81	73				
445	433	299	285	142					
465	428	302	54	155					
395	174	365	937	182	159	239	609		
542	217	568	152	988	828	907	424	654	907
717	950	35							
45	642	134	532	718					
865	394	996	281	969	330	336	267	474	332
415	431	61	236	757					
281	230	206	983	859	262	224	477		
642	682	516	470	356	137	683	800	654	862
14	928	696	31	188					
749	455	809	386						
356	697	621	358	496	690	675	799	171	921
392	750	993	598	790					
832	624	636	148	206	309	649	329	434	
40	11	988	61	206					
984	912	117	211	850	974	460	307	514	59
192	245	796	962	843	772	346	446	377	
41	425	659	404	262	596				
201	85	840	251						
157	362	143	115	313	929				
495	713	469	141	904	482	74	640	406	
531	505	90	311	981	103	809	607	829	776
133	344	205	775	134	532	623	562	13	
426	984	492							
238	981	341	917	930	725				
105	313	362	730	779	152	92	997	334	
347	507	451	624	934	787	244	855	833	138
694	401	307	626	903	450	577	1000	939	
813	551	851							
669	71	351	953	195	145	947			
633	142	469	625	412	736				
410	468	771	150	402	990				
719	955	503	149	232	615	536	387	626	222
312	959	581	609	151	638	840	753	187	879
485	244	990	316	121					
154	304	193	914	884	370	757	481	557	50
412	900	30	975	84	109				
161	80	500	346	189	542	446			
976	62	99	252	289	565	491	842		
713	892	39	103	923	962	500			
172	818	579	165	493					
961	268	729	483	946	242	735	477	644	
57	431	191	173	390	523	168	402	251	990
484	825	537	162	94	710				
833	893	858	838	994	143	1000	10		
569	814	506	663	392	560	727	432		
168	367	500	378	37	716	31	778	77	
544	755	11	655	921	572				
961	258	165							
446	380	519	299	75	416				
182	940	780	122	882	527	380	824		
127	67	957	197	207	117	797	579	907	
647	965	413	706	560	709	558	433		
867	40	370	97	532					
996	421	329							
442	753	816	735						
638	675	519							
63	31	978	328	407	109	344	913	790	
338	884	844	447	393	384	496	37	448	
957	616	750	976	27	784	188	338	233	
804	630	969	994						
278	549	759	675	480	273	620			
282	109	295	340	449	544				
979	481	205							
323	826	939	400	483	355	152	596	258	208
649	297	320	78	593	192				
773	788	313	80	225	174	632			
329	305	141	361	807	896	567	140		
239	611	446	59	210	380	351	108	554	492
560	941	321	987						
749	580	909	409						
646	109	296	810	825	644	896	315	68	384
126	209	180	797	646	370	907			
436	297	106	965	403	790	966			
799	95	721	727	178	703	144			
204	138	946	413	99					
453	36	408	404	821					
334	16	39	48	542	227	554	817		
283	661	311							
316	787	681	345	772	332				
628	314	794	500	880	368	205	719		
40	205	915	238	605	420	328	438	541	787
129	333	119	28	946	13				
117	521	510	923	311	765	432			
218	643	240	365	830	881	901	667	393	
676	324	834	374						
449	714	324	999	399	990	648	752	168	320
815	904	395	214	131	887	824	18		
820	974	901	105	44	387	456	526	295	
907	702	482	804	681	537	70	246		
382	465	68	975	340	426	750			
640	251	372	741						
698	279	854	350	665	58	359			
480	842	591	367	477	658	61	960	830	
657	714	112	666	337	446	26	23	411	527
30	537	553	512	237	705	244	608		
315	23	132	541	897	686				
751	751	744	762	911	953	989	711	236	486
742	381	176	972	393	948	990			
946	916	346	15	14	455				
915	346	303	905	554	246	238	113	996	191
815	360	729	854						
296	553	586	111	64	348				
815	908	907	182	758	111	27	878	647	797
637	967	78	925	523	279	249	385	936	
106	215	852	116	289	509	437	32	873	
604	320	172	553	712					
91	743	224	425	455	51	734	640		
262	621	288	959	937	676				
824	461	439	346	242	566				
355	139	685							
932	413	775							
882	499	94	941	94	584	570	639	448	
843	299	553	652	800	461	455	593	381	
808	975	946	322	476	564	262	970		
298	494	732	53						
933	56	779							
715	199	861	919	66					
328	315	787	291	967					
920	292	725							
539	653	904	518	282	355				
109	588	688	769	778	50	902			
251	393	577	172	488	744	622	374		
991	199	498	719	947	570				
267	662	16	201	985	272	608			
251	337	434	243	589	669	846	328		
808	357	750	220	804	967	895			
712	975	703	701						
779	885	553	980						
769	504	222							
110	732	588	486	567	623	778			
522	313	165	631	699	554	180	109	689	
238	173	111	97						
22	161	933	249						
575	408	211	30	80	542				
464	496	910	976	431	819	175	429		
614	674	294	992	249	60	885			
995	849	615	880	957	490	24	387	899	766
18	765	776	264	348	293	526	648	954	
884	257	698	103	406	616	364			
577	91	990	887	262	446				
145	277	96	326	947	690				
490	129	442	416	242	223	993			
252	451	940	12	472	146	522	171		
599	538	824	199	805					
382	69	344	717	691	844	940	955	772	
57	675	376	411	919	475	660			
137	997	930	211	688					
906	333	298	573	446	292	424	365	204	466
83	420	695	109						
665	23	296	410	641	999	639	592	862	468
234	741	230	432	757					
772	97	257	731	78	524	602			
646	671	654	706	780					
14	421	64	881	799	670	401			
831	921	978	501	167	114	814	842	888	
213	388	723	869						
542	567	622	809	467	810	485	459		
743	555	967	611	301	851	329	441	761	998
292	665	996	55	726	715	912			
525	456	106	827	641	615	304	80		
114	421	769							
33	962	788	883	952	320	234	378	174	
911	463	667	830	365	385				
473	986	976	958						
915	626	821	821	611					
703	721	377	700	552					
38	300	447	486	427	471				
523	30	506	528	182	49	815	73	521	
829	229	214	278	244	843	224	817	160	
677	528	587							
170	11	602							
837	696	793	546	514	670	929	599		
512	407	357	618	55	153	129	256	42	590
968	833	610	959	306	458	987			
442	36	165	812	55	192	735	468	243	
363	682	696	413	897	339	12	69		
245	290	459	308	769	11	160	950	942	219
375	201	372	907	175	376				
61	667	89	210	264	301	158	417	630	
920	237	745	885	386	273				
404	819	735	795	734	44	24	221		
506	815	764	411	236	793	535	183		
413	432	953	131	427	643	429	243	336	643
464	527	151	469	489	547				
384	925	756	511	297	930	813	671	290	708
480	46	420	210	113					
95	96	306	588	696					
265	360	492	632	965	343	39			
408	780	902	354						
137	982	229	529	177	313				
14	833	293	389	650	292				
903	892	545	198	324	837				
57	457	874							
576	100	111	340	490					
113	630	349	732	377					
21	13	255	889	604	243	918			
44	30	731	613						
870	202	691							
629	546	635	126	423					
185	589	81	415						
398	482	290	190						
726	63	448	652	636	450	869	30	599	
776	124	102	940	743	978	550	606	638	785
813	940	591	268	714	468				
305	753	156	100	760	580	732	491		
424	879	419							
961	885	649	347						
813	463	624							
172	669	484	710	76	847				
92	371	695	549	120	738	216	692	433	888
540	509	752	321	809	564	218	495	187	
443	506	500	444	248	416	733			
457	667	512	795	381	952	448			
678	59	202	593	614	423	108	689	537	
269	812	30	966	902	390	394			
598	365	87	417	634	526	962	313	825	435
981	957	899	270	318					
949	512	565	335	698	539	440	138		
80	73	100							
581	58	316	146	106	201	435	739	918	
408	677	474	987	30	970	480	139		
352	576	844	966	156	346				
643	734	330	180	708	553	885	82	522	969
856	769	890	23						
586	438	224	483	178	624	416			
970	55	698	86	624	752				
534	799	398	948	840	628	823	41	564	424
460	397	151	574						
819	900	938	360	610					
910	883	699							
686	336	532	140	536	831				
31	504	811	49	221	445	925	409	427	418
953	563	511	857	313	373	897			
849	40	168	705	143	171	664	542	672	
864	503	97	305						
887	785	13	905						
220	337	612	347	899	438	173	232	317	900
310	574	404	130	475	853	996	255	782	
899	346	556	784	935					
555	99	15	873	395					
595	492	143							
440	115	510	673						
995	572	14	247						
459	904	431	404	60	674	712	745	73	
634	267	641	467	480	882	177			
106	292	609	123	440	68	401			
658	212	862	780						
66	536	204							
915	584	332							
614	132	631	630						
931	213	243	118	894	185	500	134	571	725
197	773	31	618						
766	843	378	599	652					
525	641	371	567	310					
635	560	108	655						
467	894	75	132	543	615	524	783		
498	711	391	806	925	911	517	676	618	561
433	422	552	36	62	1000	686			
391	622	114	784	546	712				
785	196	27	330						
318	860	196	504	534	932	821			
160	981	967	41	440	561	932	793		
148	792	633	23	480	96	202	577		
771	586	243	360	24	315	495	971	248	
389	241	252	907	488	452				
783	902	437	823						
132	606	402							
454	41	31	352	68	663				
302	912	319	203	740	727	607	501		
348	508	13	862	157	97	163	151		
953	118	231	143	880	263				
250	268	844	677	443	361	202	798	225	869
780	963	395	84	350	963	280	505		
658	229	396	302	925	494	161			
746	615	950	94	168	124	524			
306	43	140	322	969	12	952	74		
898	516	517							
231	183	468	82	502	970	934	559		
253	785	307	391	215	570				
891	786	997	367	674	117	784			
543	476	827	460						
42	35	455	164	518					
663	627	722	17	136					
294	86	70	923	469	869	206	185		
621	833	159	949	266	633	298			
669	822	400	959	124	177	739	734	69	552
379	381	695	73	625	860	233	601	784	786
586	118	109	886	718	870				
673	503	387							
680	314	35							
270	839	241	759	268	498	504	10	619	560
258	446	355	877	494	135	199	382	735	
900	777	661	953	425	894	539	957	442	
805	632	593	462	633	888	612	796	549	358
354	184	729	56	531	807				
413	513	701	259	983	186	294	755		
85	844	665	154	244	691	770			
62	139	967	669	783	449	946	632	438	
701	343	423	299	179	901	699	124		
961	408	880	855	550	1000	173	881		
131	291	521	265	784	336	40	792		
157	431	79	331	427	761	99	277	628	867
595	696	553	672	54	289	616			
456	27	654	791	510					
392	928	583	331	569	552	192			
731	843	305	371	370	343	798	841	980	227
852	993	98	812	518	113	110			
497	396	375	137	374					
828	95	391	559						
82	182	555	823	904					
287	960	821	120	408	614	329	881		
272	952	629	100	384	956	764			
461	866	709							
207	96	749	901	675	924	285			
987	121	426							
643	603	744	194	966	664				
229	174	463							
893	347	357	397						
630	987	953	946	661	189	593	164	249	
37	304	963	936	832	432	711	433	970	546
312	65	88	973	575	396	392	610	566	
765	767	245	425						
265	634	190	759	708					
540	642	255	502	15	799				
12	206	644	531	662	776	417	396	654	410
959	220	890	789	694	29				
674	526	159	830						
670	562	650	643	935	202				
32	260	49	882	401	614	738			
10	530	321							
507	13	397	446						
405	551	612	88	736	906	538	116		
802	933	703	701						
39	327	405	344	207	684				
850	505	748	27	442	726	949			
972	618	131	659	367					
495	66	397	100	220	274				
622	65	581	234	767	526				
288	826	253	951	766	190	23	809	905	
160	435	27	162						
458	624	286	947						
297	816	127	515	223	571	54	691		
209	908	227	27	94	249				
747	575	421							
653	665	866	264	617	123	815	787	822	
115	693	625	656	926	325	503	820	505	
419	283	328	185	624	563	636	624	712	
263	438	70							
472	472	325	771	59					
114	857	380							
257	906	567	425	91	596				
136	630	55							
284	733	102	671	907	509	404	394	318	992
341	295	931	770	391	872	612			
606	441	819	893						
983	257	984	993	952	337	946	695	463	777
338	891	957	987	281	221	447	961		
950	508	96	249	464	410	661	38	930	927
944	14	170	405	226	570	637	114	956	
633	993	736	69						
695	719	506							
408	403	839	527	402	476	597	553	711	625
668	512	98	506	518	48	635	653		
168	72	923	803	759	718	227	261	985	32
808	188	934	755						
677	57	469	531	452	23	219	938	757	376
824	592	945	69	248	259	342	913	829	516
274	354	701	493	126	619	386	553		
54	501	511	385						
205	459	778	693	958	906	608	605	275	196
216	576	711							
360	53	943	965	155	822	182	532	536	976
233	390	268	686	442	818	516			
69	165	963	588	322	551				
640	27	412	377	530	464	668	626	399	
70	932	831	763	61	234	219			
69	391	945	831						
832	231	227	331	160	841	69	26	463	
639	65	146	46	230	161	856	641	854	134
950	401	108	56	337	445	72			
450	189	468	257	110	870	487	741	599	
769	345	538	700	56	974	826	13	317	
998	489	406	463	456					
72	463	337	255	622	151	894	533		
457	835	179	224	920					
180	657	743	158	948					
324	628	282	665	592	50	696	580	445	562
711	199	498	994	64	550	928			
468	235	315	244	199	186	947	77	991	577
889	778	611	667	45					
992	631	785	477	352	596	857	831		
895	884	918	208	936					
221	437	205	408	187					
317	954	595	755	683	682	175	138	102	708
382	33	970	953	262	613	858	192	297	
540	550	828	999	693	714				
869	510	206	923	843					
359	127	298	636	121					
191	860	849	353	868	770	664			
843	902	961	992	39	587	153	755		
591	163	764	919	502	681	348	959	269	219
261	550	445	928	723	911	549			
341	616	39	395	955					
25	191	282	545	378	637	26	43	819	587
198	936	579	663	738	358	569	119		
762	178	972	90	462	695	988	273	602	271
143	601	78	695	231	123	558			
266	902	100							
372	54	632	191	847	236	350			
216	447	783	847	323	228	116	609		
340	752	330	870	204					
256	677	480	300	280	998	900	717	825	273
422	675	550	423	505	22	229	522	905	
738	19	582	894	334	857	97	434	134	334
882	682	575	349	325	554	852			
145	196	473	397	912	77	545	748		
918	793	132	27	59	300	71	103	53	121
414	700	755	101	973	488	832			
944	124	777	402	90	466	87	907	221	951
144	915	825	613	721	414	54			
119	726	11	78	668	694				
389	872	13	514	693	441	790	696	619	170
163	121	535							
653	972	610	633						
326	415	705	826	547	392	289	698		
800	770	787	485	107					
24	788	629	717	81					
288	581	795	507	125	340	791	45	634	
996	946	836	746	817	219	606	753		
481	797	289	538	201	753	835	624	942	
987	463	409	522	262	357	752	930	724	
764	787	424	650	36	90	131	858	639	
903	739	844	788						
357	620	250	166	228					
681	922	725	161	830					
806	492	964	384	229					
576	412	988	117	779	148				
70	885	130	319	461	388	857	771		
834	198	543	48	856	324				
963	320	876	736	798	506	573	967	638	888
533	870	22	163	427					
888	951	835	27	756	560	25	242		
103	387	480	885						
829	575	949	304						
657	68	676	648	603	155	831	525	521	
706	439	197							
334	225	891							
265	777	558	149	676					
65	690	770	92	45	783				
843	137	523	505	294	880	139	403	836	187
137	940	691	895						
887	767	923	42	829	116	207	200		
82	714	982	572	380	967	117	421	355	
741	966	467	553	45					
749	253	416	659	742	171	393			
26	597	203	729	384					
209	117	675	640	405					
506	310	1000	518	419	702	386	239		
368	953	159	999	127	661	136	471	676	121
196	980	976	235	286	116				
143	62	238	645						
219	466	923	414	815	623				
847	254	259	969	773					
849	305	321	37	566	480	98	265	162	
258	516	576	347	556					
593	464	396	896	752	412	597	963	387	
710	255	454	96	72	523	123	649	904	
588	557	888	549	861	163				
964	590	799	788	514					
646	298	193	114	259	42	49	556	291	
316	646	104	491	493	667	745	19	311	594
915	639	968	90	219	219	649			
596	978	721	939	766	24	229	600	265	
720	46	165	845	139	663	484	861	264	
266	381	838	905	773					
305	81	137	840	271	775	71			
15	337	722	713	84	281	824	216	844	
724	593	986	494	652	58				
446	139	851	913	385	47	98	625	31	
703	578	749	143	892	75	727			
314	311	981	137						
413	345	150							
522	198	746	635						
940	752	441	45	191					
822	324	191	166	849					
103	30	823	515	343	743	29	613		
192	449	320	986	686	665	318	516		
954	610	667	902						
757	871	128	165	89	349				
321	228	169							
602	168	264	699	724	958	676			
770	200	394	598	918	672	280	923	396	709
923	453	490	841	848	200	77	450	178	731
955	759	524	573	306	956	369	988	781	591
561	331	279	740	912	731				
855	37	231	948	670					
404	554	145	641	906	360	259	565		
482	443	214	890	20	422	95	192	684	
28	921	656	530						
929	181	259							
712	959	604	216						
573	794	900	864	903	980	348	271	388	
32	248	199	552	604					
754	322	486	432	426	905	892	491	19	234
400	105	344	173	286	833	428	431	775	273
928	943	88	732						
886	357	685							
78	985	36	776	784	251	387	378	761	
800	920	447	672						
447	957	933	925	323	817	765	833	689	718
160	272	383	488	352	738				
858	372	576	114	610	284	830			
976	117	447	278	110	932	650	239		
359	866	990	170	682	891				
926	536	315							
715	17	562	409						
725	333	454							
926	424	589	637	874	784	131	126	479	270
608	102	802	937	17					
564	114	921	646	26	127	277	96	122	
428	452	300	230	637	437	616	285	251	
935	927	159							
983	683	382	612						
507	332	293	733						
738	227	268							
285	585	925	205	224	382	611	577	356	930
689	579	950	530	486	813	144	863	462	490
221	815	648	375						
688	409	431	151	77	631				
536	205	411	932	464	696	454			
192	227	311	646	472	817	155			
250	658	193	372	59					
814	482	796	402	812	135	546	513	755	
397	728	747	735	33					
233	980	274							
623	322	683	753	124	484	214	886		
187	778	575	169	702	877				
978	173	655							
426	648	220	919	384	416	188	281	205	
728	36	805	316	425	210	474	369	533	341
551	949	593	473						
201	818	69	75	674	507	34	457	570	
714	157	815	388	49	451	355			
968	875	720	436						
503	810	300	658	654	484	356	543		
881	450	247	654	745	895				
236	172	656							
979	384	35	191	266	596	173	412	100	
878	52	508	998	775	441	205	42	279	
88	418	748							
294	520	442	865	984	14	111	713		
65	301	689							
181	111	746	791	895	496	613	466	777	531
577	394	127	277	998	706	792	406	622	985
301	305	305	550	867					
