433	55	717	854	306	804	761	624
845	927	637	415	742	12	708	969
411	63	97	959	137	191	642	266
326	168	600	404	626	461	366	49
236	928	661	74	504	887	744	130
630	711	651	52	124	7	217	686
262	904	366	306	289	11	811	63
478	450	987	117	34	709	691	754
274	577	253	859	104	72	430	505
623	406	895	613	798	218	21	266
492	691	698	690	804	966	843	280
471	721	559	493	671	950	70	797
439	965	742	163	621	310	152	924
259	495	963	928	586	676	411	590
485	53	911	54	448	260	49	113
6	620	778	52	824	271	840	643
404	234	443	730	91	489	790	731
617	961	591	660	360	772	869	348
518	750	263	664	807	592	865	900
677	226	209	889	663	602	826	284
685	266	77	20	870	652	692	1
24	559	410	548	933	593	732	132
933	532	939	594	889	353	763	210
689	389	121	449	512	912	884	574
399	595	965	428	605	140	879	817
488	551	34	762	159	211	118	465
941	489	835	147	311	978	764	189
295	331	187	566	326	284	428	606
927	243	951	44	635	287	28	177
717	282	872	334	981	806	748	636
844	804	151	622	638	8	523	224
691	395	964	627	563	731	264	851
44	387	196	123	203	9	612	687
587	474	789	553	10	375	735	917
555	593	128	69	562	654	835	53
273	500	831	418	328	538	98	285
705	742	454	976	657	675	848	51
78	916	88	524	498	138	30	603
652	56	705	290	831	795	451	236
256	279	350	727	964	183	707	904
774	657	229	536	389	758	384	288
339	485	584	811	766	827	387	6
482	271	437	642	382	826	789	5
931	312	300	71	101	980	612	117
860	62	499	992	693	830	493	714
881	266	592	374	36	255	582	756
424	156	661	422	144	189	464	452
14	381	393	922	902	853	913	280
626	928	943	350	313	146	252	544
583	460	878	493	499	507	801	549
105	632	176	984	361	875	432	568
448	428	112	158	317	387	256	742
11	240	439	730	658	557	887	897
64	902	634	867	448	88	173	162
250	385	136	592	919	704	966	996
354	572	740	730	23	205	25	360
354	936	524	213	497	231	413	216
590	910	761	753	239	115	76	395
153	121	593	500	258	278	284	955
876	943	725	170	771	405	385	706
905	855	4	470	511	512	604	168
829	359	231	401	161	962	756	109
620	722	893	951	769	6	846	391
278	3	787	339	471	792	273	759
169	734	190	607	934	793	193	276
512	462	768	10	794	165	320	451
845	431	973	956	170	689	947	992
596	881	863	799	444	824	86	102
396	625	100	341	876	214	142	967
9	106	703	321	691	888	800	768
914	559	605	162	855	374	285	944
620	667	769	223	600	110	21	285
455	791	486	769	429	518	176	125
234	132	698	499	476	494	822	467
661	947	784	150	624	433	580	605
624	230	189	884	919	549	928	419
399	160	722	185	870	289	218	462
168	403	807	629	241	877	467	132
415	721	633	508	792	734	963	344
711	565	403	550	26	278	447	374
973	861	987	667	761	319	161	80
952	228	873	116	765	96	472	370
465	689	333	500	454	351	398	39
815	713	225	738	30	5	883	686
119	297	665	465	224	622	976	455
19	971	158	6	177	25	296	164
543	247	13	525	336	769	845	843
998	716	566	534	302	51	722	200
59	772	581	625	850	287	968	864
697	538	366	968	906	285	165	842
206	459	444	392	274	142	338	135
34	323	279	941	211	116	513	447
343	537	855	517	238	12	510	736
663	233	66	297	842	264	895	948
362	386	1	252	462	328	144	543
285	458	122	829	423	578	556	726
16	224	528	687	796	139	559	157
94	860	967	462	526	623	25	356
852	974	412	460	385	291	89	258
498	186	240	306	136	551	837	487
913	388	708	311	302	445	987	468
751	145	204	159	350	269	651	163
784	113	968	298	770	654	143	860
758	485	379	754	189	715	52	163
271	456	940	501	436	409	679	457
729	786	806	359	77	549	1	353
962	349	784	297	501	91	739	12
907	505	650	944	288	394	493	714
559	867	399	212	930	516	72	398
575	112	769	378	744	330	652	73
628	343	752	145	529	178	866	52
253	343	916	679	869	605	881	258
274	446	108	366	219	792	482	344
297	262	38	544	866	863	7	571
855	771	150	891	462	136	251	508
913	758	179	641	983	332	162	486
747	951	430	876	415	663	77	95
617	981	23	2	222	392	68	423
535	500	324	13	407	316	52	844
555	810	790	293	76	204	332	728
357	202	619	672	159	955	779	211
874	739	13	949	162	932	383	342
663	702	312	88	715	810	928	355
680	607	70	799	42	239	968	535
869	279	280	628	203	781	857	665
334	502	724	785	50	841	982	465
560	882	291	582	549	87	400	885
693	857	958	573	536	823	737	416
546	69	130	301	224	56	4	712
596	936	792	991	771	899	471	457
856	226	152	909	209	224	458	127
125	22	578	492	4	765	662	989
840	137	126	830	362	781	166	901
247	669	254	181	23	267	389	640
427	187	480	733	349	690	449	904
289	230	155	874	585	777	882	325
487	628	574	357	349	692	955	705
338	468	75	861	24	814	563	754
567	36	25	264	900	820	441	729
129	298	514	36	448	281	186	515
224	665	10	211	341	343	366	879
667	353	533	202	884	753	658	441
566	812	501	317	302	112	10	220
38	382	312	640	8	812	960	554
990	791	969	841	353	311	813	35
340	180	16	947	974	852	219	354
859	670	160	172	12	793	78	928
410	449	749	55	470	360	467	552
372	685	916	922	864	105	34	87
591	289	837	36	843	149	786	179
972	774	577	155	407	638	240	535
451	955	883	72	60	286	605	483
947	394	656	938	997	375	27	822
427	363	574	651	360	267	925	982
563	593	656	234	201	916	964	211
871	273	411	446	61	839	281	114
673	660	521	997	82	792	267	857
643	621	925	123	715	10	869	402
942	121	18	377	541	208	871	547
235	230	333	663	516	850	96	98
113	819	730	172	656	295	917	279
511	64	969	848	529	588	590	708
827	787	550	346	399	705	813	519
627	204	885	165	804	107	508	7
211	124	829	305	431	919	908	530
775	306	851	252	442	369	92	172
498	18	338	611	669	969	92	453
727	441	806	602	993	119	585	332
344	789	664	403	253	607	958	26
464	754	35	168	601	779	773	794
54	37	799	942	78	653	300	675
442	867	653	637	823	781	895	743
610	146	333	759	482	290	184	372
121	315	196	790	264	901	589	868
229	68	81	837	859	703	529	692
778	506	787	885	356	243	824	758
450	566	435	275	774	935	138	179
70	309	709	896	136	446	637	687
504	9	139	564	981	221	477	694
997	595	36	322	521	50	680	436
619	476	322	866	402	30	141	108
102	525	865	413	286	582	314	904
43	287	808	97	193	275	903	267
159	435	490	449	496	707	15	120
509	541	549	428	333	680	501	105
55	793	434	112	64	707	737	924
734	216	245	201	633	741	415	535
622	991	694	171	959	994	772	778
137	364	539	42	192	493	549	315
52	976	300	249	912	235	139	574
964	70	397	937	874	88	788	435
646	309	148	543	107	233	975	861
359	431	600	100	223	669	568	290
312	868	112	199	274	224	641	373
3	777	797	217	495	30	175	124
965	742	804	191	664	399	935	139
296	366	239	649	3	191	872	921
694	938	872	914	572	275	189	781
624	829	518	745	163	927	361	133
812	588	481	84	974	93	685	907
531	207	958	60	296	942	210	662
692	919	544	612	115	145	377	568
331	731	181	16	585	6	177	60
592	429	397	845	326	370	40	496
283	655	60	439	997	592	668	820
967	388	783	245	758	438	239	821
102	13	693	591	209	318	841	328
905	882	27	175	334	333	899	575
680	914	328	955	813	223	967	109
106	624	73	143	169	52	838	1
214	628	382	738	937	862	161	618
300	752	46	701	670	864	647	183
749	850	786	919	934	435	801	674
221	751	6	314	861	186	223	77
817	703	964	36	885	522	398	217
487	306	452	824	596	202	889	401
865	629	786	878	526	267	810	590
545	245	577	710	556	524	265	495
635	938	536	846	218	899	519	589
628	832	266	20	392	720	870	644
325	873	985	185	392	110	266	406
726	828	404	921	796	933	976	631
875	90	222	353	259	629	638	850
568	276	812	839	667	163	526	999
521	98	124	465	943	97	811	354
876	449	963	45	216	686	499	635
313	181	359	415	502	110	779	532
792	336	573	261	895	897	35	22
45	79	601	31	675	894	522	793
676	794	761	415	558	381	751	373
888	878	381	370	493	376	689	685
434	231	55	50	283	565	625	727
502	974	629	991	465	428	911	323
468	481	734	186	433	695	608	616
631	476	241	723	40	795	892	779
587	484	114	344	951	601	639	720
410	881	905	551	575	324	206	827
20	951	176	180	569	310	640	793
648	319	202	556	375	533	120	696
458	94	602	623	683	323	702	751
696	543	294	145	860	146	941	637
72	746	997	412	840	44	236	929
932	762	951	468	614	437	434	619
524	277	531	874	649	972	630	357
987	85	173	675	333	192	680	22
434	475	416	41	280	292	666	574
608	309	24	434	940	857	365	839
194	254	625	523	476	892	226	227
403	563	849	961	783	900	932	162
544	922	944	920	475	258	328	816
506	614	31	93	970	807	383	939
585	654	960	340	629	68	304	869
963	796	999	358	688	496	43	401
266	431	771	757	102	63	170	457
671	797	274	568	720	4	707	546
728	760	589	760	359	68	384	669
313	980	820	998	593	678	775	473
845	367	131	697	577	939	778	540
440	696	753	180	309	372	653	74
906	747	24	960	874	7	314	556
456	669	453	385	22	2	996	903
655	704	852	748	43	204	743	359
745	876	386	249	125	763	951	924
952	614	128	399	610	306	142	419
580	24	964	484	49	525	791	15
101	380	739	445	450	345	33	470
769	247	55	59	17	847	470	844
340	187	444	402	392	330	687	827
666	168	72	840	308	784	525	460
758	287	830	21	21	692	584	930
534	739	995	693	468	269	520	197
483	663	183	844	800	513	19	254
972	387	559	848	212	240	120	714
90	497	981	283	841	788	263	540
683	642	796	493	5	153	310	856
647	71	947	233	202	195	725	447
918	867	874	894	325	258	846	50
295	704	441	360	391	158	129	806
1	124	998	679	602	2	227	91
255	766	328	394	204	192	909	993
321	874	948	191	941	139	688	516
939	6	440	983	382	299	876	517
73	603	154	49	31	380	790	129
477	153	359	376	741	679	766	64
535	473	792	986	877	900	794	520
486	43	901	370	699	449	621	567
96	156	99	879	285	42	945	870
24	534	784	940	821	867	797	3
558	375	912	394	674	236	248	579
29	614	484	59	564	52	308	405
961	403	895	369	133	895	419	85
909	862	542	869	95	373	166	304
504	793	991	637	265	205	542	499
40	508	941	323	970	956	443	828
470	912	818	216	31	334	350	182
638	620	880	533	94	561	1	944
590	305	669	584	141	805	730	674
628	451	23	231	165	331	585	233
633	970	201	990	684	984	899	993
435	261	861	121	57	375	473	108
7	738	692	562	212	963	62	779
412	162	27	48	66	298	313	541
492	102	354	39	27	465	844	15
878	641	422	707	656	864	144	433
347	507	441	891	72	750	186	504
798	893	591	500	468	846	882	341
165	323	331	609	130	804	2	937
462	973	818	980	27	738	561	248
835	4	843	994	608	960	53	892
287	682	710	639	599	395	553	275
866	120	215	746	493	189	431	193
687	162	748	831	860	727	453	105
504	720	642	306	845	57	319	789
475	639	568	978	486	598	964	372
241	276	964	703	404	45	491	551
702	233	805	398	826	714	883	319
165	995	523	463	324	542	929	418
608	208	282	366	47	648	33	245
15	886	191	92	35	853	452	621
300	141	740	207	306	454	699	652
597	607	904	932	409	460	750	945
499	521	570	256	128	817	152	675
875	415	569	969	617	771	489	579
663	354	383	925	107	826	857	838
846	283	487	576	267	811	741	244
609	353	721	119	798	303	517	686
582	298	326	862	583	981	952	540
220	623	221	190	728	549	982	81
211	82	1	840	851	827	380	255
940	962	141	796	946	896	677	297
520	69	644	85	728	176	345	84
612	716	308	106	241	614	569	920
930	153	91	98	543	735	22	889
756	780	137	1	202	182	981	606
60	448	831	785	211	710	45	504
511	914	954	620	631	526	658	435
731	211	361	694	466	306	266	132
101	629	99	676	959	28	895	283
959	339	971	999	669	288	78	262
388	799	300	109	1000	261	378	619
844	257	679	380	959	902	633	721
900	332	692	284	561	7	49	10
12	858	98	717	634	272	736	692
391	938	611	291	285	499	631	894
651	968	290	451	419	387	941	44
803	151	344	385	106	753	922	866
762	60	308	691	341	89	484	387
249	252	858	994	926	637	137	463
810	656	644	458	970	115	346	617
253	584	709	522	534	406	222	999
445	353	928	543	8	931	107	800
678	546	636	934	851	427	329	410
742	434	790	435	607	173	299	608
507	234	558	440	939	382	489	984
242	632	938	979	51	640	828	830
406	876	433	179	843	653	840	568
753	971	584	881	363	125	275	458
574	766	483	528	961	725	216	903
913	952	698	91	821	419	918	520
445	597	11	476	714	587	772	794
222	32	817	256	181	436	449	51
525	932	928	36	58	749	418	392
550	724	241	363	596	544	813	822
407	964	916	874	199	440	528	366
72	347	379	188	443	187	675	840
627	841	540	407	450	453	585	730
558	998	821	246	133	662	16	716
186	574	212	112	348	534	216	200
47	242	628	933	416	508	398	107
270	936	808	901	504	748	517	651
100	329	176	101	863	754	972	461
617	597	937	160	721	157	282	743
112	818	690	700	376	989	771	730
752	28	610	223	279	984	358	97
238	214	756	845	890	698	918	719
629	560	894	236	162	320	80	922
733	912	31	253	601	248	948	191
432	993	832	22	939	706	975	553
149	140	602	362	10	680	221	155
319	976	999	617	505	775	983	770
478	579	402	490	623	149	78	800
760	309	314	273	590	119	970	22
465	367	945	62	611	101	156	121
159	600	352	39	727	694	208	726
124	517	931	849	539	437	99	875
103	694	203	13	943	306	912	808
352	730	416	675	63	67	861	55
434	425	168	130	636	304	514	16
224	77	145	550	463	833	829	133
156	826	715	758	586	811	813	362
759	724	864	713	924	167	60	929
763	36	975	839	644	467	430	987
909	710	737	716	639	947	379	906
93	512	340	417	628	77	646	867
466	462	416	646	475	986	372	646
396	944	238	601	801	581	810	378
620	614	791	975	202	279	124	863
835	242	553	820	764	615	238	138
242	929	544	526	228	982	667	505
584	298	476	427	9	813	904	576
517	834	227	520	606	706	700	157
352	45	159	856	176	431	874	917
125	737	873	472	210	87	575	84
963	953	957	631	357	48	623	394
254	171	878	755	713	198	572	571
450	891	896	959	158	898	342	900
533	824	411	587	779	336	297	32
727	744	1	877	280	996	13	40
655	85	462	988	833	764	362	308
217	555	910	715	918	842	702	257
165	877	946	618	837	832	539	813
997	614	601	956	914	126	3	574
514	755	805	974	607	809	484	95
429	600	359	547	422	749	547	385
158	328	436	90	137	142	940	126
668	30	1000	27	857	290	64	230
901	186	68	220	697	692	616	760
646	339	843	382	301	889	39	310
568	415	919	815	191	672	640	155
532	725	658	397	901	962	103	874
445	643	519	673	589	545	49	382
685	283	93	836	133	248	419	796
412	54	940	484	261	931	933	821
879	390	561	816	595	228	833	874
689	699	789	541	258	608	957	337
330	297	392	810	602	386	406	580
257	340	351	786	489	199	94	85
874	630	520	693	417	454	830	217
92	202	909	510	27	324	223	955
510	329	989	499	843	16	842	62
973	199	929	290	460	54	537	355
747	730	88	735	926	535	670	95
331	708	178	990	263	182	904	240
365	829	933	508	242	428	345	174
536	707	752	589	287	689	927	271
187	295	826	218	599	384	189	961
19	839	134	96	438	103	535	421
715	970	514	331	896	288	776	918
712	633	390	857	311	943	310	566
296	121	717	827	928	674	975	362
302	997	125	52	860	582	461	828
102	932	843	257	680	314	405	664
531	614	129	964	651	993	849	751
799	369	13	310	504	214	573	849
834	674	870	969	654	954	462	542
609	407	932	477	414	767	682	304
948	598	851	713	413	55	944	308
35	97	885	248	127	218	211	596
730	458	576	232	674	627	512	34
424	514	295	988	175	714	846	893
417	819	340	829	523	257	117	491
554	67	646	202	775	352	709	333
862	968	817	356	206	917	82	781
589	446	296	305	666	379	500	825
875	694	513	961	410	378	173	647
429	58	847	611	727	414	455	373
879	458	54	571	963	822	148	732
74	138	50	712	71	202	182	718
87	390	174	896	458	211	842	310
12	272	289	721	198	20	180	132
934	23	154	777	71	182	447	433
94	779	326	901	289	84	276	451
760	970	185	38	615	321	704	553
629	348	777	567	744	32	643	736
502	357	913	50	219	24	986	303
809	675	781	432	312	374	354	131
600	795	923	45	949	913	160	612
703	78	286	350	187	448	412	320
716	79	613	434	767	449	115	475
399	376	385	712	834	372	702	878
33	951	299	770	279	551	64	165
348	949	547	204	878	876	958	460
958	171	41	393	472	961	430	227
506	419	823	787	20	668	253	321
940	692	955	273	29	116	487	988
937	703	454	614	44	160	591	978
800	502	605	278	804	994	938	178
946	306	528	378	426	7	267	362
767	571	39	597	592	448	628	126
631	706	629	61	620	116	772	652
275	743	234	651	104	43	857	457
713	866	529	408	456	27	154	595
266	357	787	323	737	958	972	347
663	249	852	909	322	152	941	119
609	652	804	354	641	58	232	753
786	909	930	828	42	973	579	934
324	599	650	545	274	337	505	170
939	912	946	224	283	667	128	190
709	527	618	499	540	454	442	265
363	233	227	591	419	207	547	271
173	217	748	332	175	73	434	705
817	182	335	779	758	858	39	469
174	54	527	687	794	291	109	913
702	727	477	999	134	900	508	967
222	312	260	851	486	1000	193	365
636	643	932	800	696	964	254	949
995	449	48	303	30	462	572	888
575	648	469	408	135	722	956	273
253	817	792	969	545	894	681	335
256	226	323	431	150	702	356	597
819	677	454	378	483	769	11	873
576	242	564	201	119	584	699	375
252	986	327	300	661	173	423	302
541	569	902	47	454	175	825	910
691	223	887	146	604	721	674	377
206	349	288	121	473	754	817	669
861	606	601	599	382	302	984	844
873	444	496	228	674	640	902	812
24	187	150	465	334	693	859	245
968	864	371	643	213	545	39	76
354	627	18	524	779	448	552	287
554	833	197	526	286	320	979	247
107	20	840	250	769	557	325	475
727	679	912	495	96	719	684	950
608	101	857	174	368	854	192	635
939	941	916	784	16	96	310	155
594	742	772	593	16	497	796	583
552	615	633	796	246	176	494	271
877	410	416	549	552	439	448	883
752	175	850	573	135	643	556	724
80	65	749	32	746	688	796	632
564	466	132	87	889	771	443	5
502	783	982	953	483	693	538	148
976	714	717	552	938	67	984	781
17	409	103	236	920	613	212	193
288	659	311	835	419	957	8	262
666	921	986	857	690	299	717	28
12	939	108	90	472	264	514	184
238	272	719	625	499	19	665	968
297	375	84	904	242	220	738	809
701	541	990	91	340	893	275	220
150	632	6	978	555	985	574	234
661	242	821	747	494	515	334	622
113	266	740	459	829	853	346	247
447	302	579	704	639	532	289	443
366	532	277	21	66	20	968	236
232	1	788	486	920	856	133	607
831	822	560	644	936	2	226	290
465	864	293	829	750	621	240	193
952	34	512	497	152	517	549	202
755	398	453	54	938	435	484	848
422	172	403	11	869	595	175	349
759	945	739	511	323	173	360	120
779	18	203	671	33	601	917	988
402	350	602	597	958	412	915	803
196	904	707	258	17	880	700	487
134	578	843	721	38	778	313	6
889	107	862	909	841	874	951	223
390	891	905	476	279	480	458	413
447	370	623	728	139	857	510	125
597	309	491	109	380	474	824	721
703	890	618	767	603	442	692	992
772	718	578	280	704	908	551	688
317	612	860	102	485	726	696	456
738	261	710	162	226	858	309	863
788	461	537	600	691	495	995	133
320	21	393	831	470	826	942	322
107	875	185	134	592	767	743	632
848	522	8	548	663	715	511	181
641	180	20	966	516	364	907	314
436	339	727	619	563	628	225	117
601	864	64	241	844	87	457	188
767	890	80	707	354	380	166	71
18	441	92	258	244	530	740	286
109	196	915	728	428	28	553	556
622	117	803	75	108	884	891	40
931	990	465	588	463	302	915	837
633	210	28	298	509	964	784	141
390	870	683	517	580	78	274	809
983	812	495	162	903	94	377	648
278	388	787	195	310	853	595	261
286	279	709	404	979	146	127	852
17	505	10	714	129	746	122	125
363	953	184	324	584	600	702	434
434	650	160	677	313	642	961	617
53	198	715	29	576	215	513	38
308	849	23	481	649	193	946	621
175	746	765	680	786	8	987	323
834	210	356	350	94	442	647	928
407	739	3	737	999	160	514	875
129	964	257	558	843	786	329	833
331	577	105	607	606	970	80	743
759	206	516	803	128	910	308	804
521	595	126	598	196	475	364	325
625	605	683	460	889	625	841	61
589	504	441	740	842	861	989	511
609	296	414	524	800	219	934	426
657	850	284	838	163	388	602	578
842	491	951	427	1000	92	231	646
319	621	687	45	802	698	459	200
37	312	169	171	113	536	238	795
644	530	4	156	539	99	781	827
429	369	22	42	981	966	53	40
817	835	346	749	853	813	179	274
231	613	179	460	43	441	28	430
122	973	955	961	691	844	1	686
561	503	542	229	406	688	996	412
173	856	509	885	168	244	365	69
747	262	188	673	823	468	454	615
274	968	181	148	175	423	529	885
624	642	346	992	226	587	947	373
718	444	154	944	212	729	57	941
770	665	145	31	882	275	855	549
769	516	641	6	156	828	173	678
18	715	369	157	811	398	747	267
714	682	63	96	494	789	134	178
755	722	554	386	9	691	728	366
568	646	517	698	627	635	920	660
344	249	330	383	951	162	13	801
752	537	674	942	694	672	270	369
459	843	995	401	273	893	458	772
58	640	367	701	851	616	68	23
817	783	670	983	275	576	768	115
813	55	815	807	854	291	576	588
25	586	341	486	898	710	816	463
481	896	566	865	520	582	551	484
908	888	992	191	551	19	325	872
530	395	470	458	635	848	604	16
588	71	126	338	560	599	786	732
520	821	245	851	809	613	691	669
743	3	700	266	884	64	138	389
742	795	433	517	916	253	803	228
23	210	996	863	967	689	512	812
745	305	862	374	569	906	8	793
881	181	25	665	659	42	974	936
86	405	272	260	101	51	173	897
774	829	677	455	387	721	345	477
755	625	483	450	766	628	697	644
52	128	340	854	578	337	993	766
716	992	822	688	912	769	301	656
864	588	704	225	700	76	92	599
997	787	135	645	998	605	380	493
