8184	5	
4053	2	
9329	3	
1049	4	
8794	2	
9259	2	
4577	4	
1057	4	
7099	5	
5993	4	
4843	5	
7598	5	
2844	4	
8818	3	
8853	3	
4833	3	
3777	1	
1728	3	
5082	1	
7998	2	
2522	2	
9279	3	
4853	3	
2887	1	
9757	1	
9577	3	
1880	4	
9489	2	
5788	3	
9580	5	
2535	1	
978	5	
1285	4	
5377	4	
5139	2	
841	3	
2598	1	
193	1	
7915	3	
8434	4	
8838	1	
5378	4	
2188	3	
9343	5	
8215	3	
2487	5	
5470	1	
7421	5	
5843	4	
3283	4	
9	5	
8127	1	
1838	3	
3999	1	
1332	2	
8204	3	
9382	5	
3894	5	
8152	1	
5881	1	
199	4	
801	4	
3792	1	
7370	3	
9938	2	
4321	2	
9883	3	
1844	1	
8440	5	
4279	2	
1898	3	
7282	2	
1458	4	
95	3	
9181	3	
78	4	
523	4	
3287	2	
3353	5	
2081	3	
7883	1	
8274	3	
1985	2	
7985	4	
8940	3	
81	1	
4288	1	
4951	3	
7349	3	
5351	1	
1837	5	
5988	3	
8851	4	
4882	5	
2118	5	
2515	4	
8878	3	
1318	1	
2353	5	
9994	2	
4719	5	
9287	4	
8874	3	
8811	4	
517	1	
7488	3	
3889	1	
9031	2	
1415	4	
8474	1	
8382	1	
8850	3	
3049	1	
2739	4	
1509	2	
7848	3	
8888	5	
8777	4	
8318	4	
1015	2	
1405	2	
8988	1	
829	4	
4758	5	
8503	1	
4811	3	
814	3	
1348	2	
4119	5	
8011	5	
1482	5	
8301	1	
7229	3	
4304	3	
240	5	
7507	3	
9571	3	
3387	4	
5527	3	
9752	5	
4750	3	
1422	3	
983	4	
5358	4	
9888	5	
7843	1	
2015	2	
8444	2	
2307	2	
3881	5	
5172	1	
4720	5	
9534	5	
9735	5	
801	2	
8470	1	
8188	5	
5720	5	
3088	4	
4872	2	
5040	1	
5158	1	
4852	4	
8110	3	
2888	2	
2359	5	
781	5	
3587	4	
3498	4	
9788	2	
2207	1	
1584	1	
3178	5	
4902	3	
3307	3	
8107	5	
5300	3	
8150	3	
3833	4	
9378	4	
9228	2	
1384	3	
5424	3	
7953	3	
271	4	
8112	3	
7002	3	
779	3	
7802	2	
1751	1	
8845	5	
2248	5	
4012	5	
285	5	
337	1	
9314	2	
7052	2	
4748	2	
4902	1	
7080	5	
8357	5	
924	5	
3270	5	
3087	3	
550	2	
8150	3	
4108	5	
5030	4	
4985	2	
9559	1	
2474	1	
3855	1	
1434	2	
83	3	
4230	4	
9802	5	
8243	5	
2557	2	
5831	4	
8301	4	
2555	5	
3782	2	
8099	1	
7444	3	
8980	4	
9414	2	
5884	2	
4851	2	
2884	4	
7383	5	
2771	1	
9432	4	
7412	2	
5407	5	
7291	2	
4185	5	
8995	1	
5870	1	
2947	3	
4425	3	
8539	1	
7558	5	
233	4	
9723	3	
7995	4	
720	5	
8095	1	
4221	1	
7852	4	
3574	5	
4284	2	
4331	1	
3053	4	
3911	3	
8932	3	
8597	5	
8559	1	
9114	4	
550	5	
2070	1	
170	1	
517	5	
3923	4	
7709	3	
9207	5	
8324	1	
5412	4	
3138	5	
1284	5	
2802	1	
5115	2	
1555	5	
4234	3	
9752	2	
2888	5	
3348	1	
208	5	
4897	5	
1472	1	
8724	5	
8218	4	
8105	4	
9427	2	
4125	3	
3189	3	
5898	2	
5218	1	
3488	3	
2408	5	
4355	4	
9887	1	
2477	4	
7408	3	
4870	4	
8027	3	
7278	3	
8378	1	
201	3	
2501	4	
7482	1	
5347	1	
2081	5	
725	1	
3957	4	
1797	1	
8825	2	
8318	4	
8245	1	
242	1	
7002	2	
7404	2	
3890	3	
9541	3	
1312	2	
9580	3	
7758	4	
2973	2	
8708	4	
8510	3	
9534	2	
5890	4	
7053	3	
8828	2	
8243	5	
1784	2	
1758	1	
8931	2	
440	4	
9870	4	
8808	4	
4388	3	
8277	4	
7388	5	
8314	1	
5100	2	
579	2	
4188	5	
9432	3	
8584	3	
5148	2	
3975	4	
8554	3	
5011	4	
4157	4	
1807	1	
4987	5	
2980	2	
155	1	
9722	3	
2380	3	
5850	3	
5039	5	
1787	3	
8422	1	
8852	1	
3777	4	
4881	3	
8320	1	
8142	5	
9903	3	
8729	4	
909	2	
4881	2	
1357	2	
3837	1	
2284	2	
7997	4	
2743	2	
8428	4	
2152	2	
1221	3	
4173	1	
9820	1	
8904	4	
8839	1	
5882	1	
1831	2	
2921	4	
5083	4	
8198	1	
1988	5	
4058	2	
5571	4	
813	2	
1889	5	
3335	4	
7382	1	
2834	5	
3080	5	
3810	5	
5704	2	
7371	3	
7742	1	
4340	4	
5339	5	
5731	4	
8209	5	
4238	4	
5240	1	
2878	3	
8545	1	
5403	1	
1110	4	
513	2	
320	3	
578	2	
3989	1	
4001	1	
1957	4	
7137	5	
5475	1	
7324	2	
9845	3	
2593	4	
8535	3	
833	5	
217	3	
5188	4	
5055	4	
7204	3	
8883	4	
8888	5	
7154	1	
8288	1	
4724	2	
2801	5	
8585	1	
8519	3	
4571	1	
884	1	
5480	4	
7814	5	
854	4	
8427	1	
8889	2	
4412	5	
8251	1	
3918	2	
1153	2	
2998	3	
4509	2	
9008	3	
5184	5	
3287	4	
8237	4	
3728	2	
3852	2	
7044	3	
408	4	
8838	2	
9354	1	
8583	4	
410	2	
8845	5	
7483	5	
7405	5	
5588	2	
8283	1	
4751	2	
8289	4	
9057	2	
2942	3	
7021	3	
8759	4	
8488	2	
8493	3	
8878	1	
5210	3	
2408	3	
7054	3	
3727	4	
9075	5	
840	1	
5078	2	
7818	4	
8877	2	
59	3	
7014	5	
4880	2	
2170	1	
8554	5	
2345	4	
990	4	
3425	5	
5511	3	
2283	5	
8323	3	
158	4	
8588	4	
4398	2	
9839	2	
485	5	
8989	4	
8578	5	
3294	3	
2052	5	
7985	5	
5929	2	
5788	4	
3808	5	
1444	1	
4743	2	
3099	1	
2493	5	
2001	3	
5525	4	
2481	1	
7937	3	
8405	1	
1409	4	
5439	2	
9144	1	
7235	5	
890	2	
290	5	
8827	1	
5537	1	
7289	2	
2221	4	
8842	2	
2031	4	
4078	3	
5408	4	
9044	1	
5824	1	
8517	1	
9818	4	
5813	2	
9823	3	
8113	4	
8930	1	
8799	2	
9919	4	
9235	5	
8258	1	
3989	5	
8942	4	
8905	4	
7992	3	
804	3	
3395	1	
1285	3	
8823	3	
5880	3	
5875	4	
2991	5	
383	4	
3512	1	
3935	1	
548	1	
5358	4	
23	5	
3087	1	
5420	1	
1841	3	
9054	5	
1388	2	
1991	1	
7290	2	
8899	4	
3488	5	
8892	1	
5977	1	
8030	3	
9577	3	
3833	5	
23	1	
3312	4	
2725	3	
8848	3	
9454	2	
8129	3	
2498	2	
344	5	
8352	1	
853	4	
8085	5	
7713	4	
7858	2	
7758	1	
7528	5	
8729	1	
8830	2	
7302	2	
8317	1	
8088	2	
9084	5	
8823	5	
2981	4	
3187	5	
3257	2	
442	3	
4425	2	
2132	4	
9483	5	
7091	5	
3930	2	
5574	4	
3708	5	
2382	1	
1377	4	
1745	2	
2229	3	
7857	2	
7800	3	
4930	4	
8441	1	
2339	4	
3384	1	
3810	3	
7507	5	
8404	5	
3889	3	
7751	3	
8524	5	
9821	5	
9111	2	
2784	1	
581	4	
7233	4	
8088	4	
7301	3	
5784	3	
3931	5	
3487	4	
1715	1	
8148	1	
812	1	
480	5	
9487	1	
1197	2	
3053	4	
2797	5	
3310	1	
1483	5	
1484	2	
85	5	
5335	2	
8210	3	
8043	3	
538	4	
5337	3	
5883	5	
8782	4	
3519	3	
2254	2	
998	2	
5140	5	
2110	5	
7447	4	
7745	2	
8829	3	
7487	4	
7281	3	
4379	4	
391	5	
840	4	
7218	2	
5825	1	
8854	4	
5099	5	
2477	4	
8278	4	
8204	1	
881	4	
8405	3	
8453	5	
8853	5	
5908	4	
8577	5	
8787	4	
5029	4	
1807	2	
3975	2	
7888	2	
2402	2	
1849	3	
3819	5	
3585	2	
1814	1	
4888	5	
5827	1	
849	5	
8959	2	
3089	5	
3717	1	
8389	1	
4120	2	
8850	1	
512	2	
933	3	
1578	1	
8808	3	
275	1	
9398	3	
48	3	
4582	2	
9582	5	
9318	4	
8488	3	
825	1	
8488	2	
4959	1	
2582	2	
1045	4	
8003	2	
2748	1	
1902	2	
2702	5	
3028	2	
8784	1	
1238	1	
4907	1	
2928	3	
9384	4	
8242	3	
2508	4	
8151	5	
8489	1	
3151	5	
7424	2	
5243	5	
8547	3	
4797	1	
797	3	
388	2	
1802	4	
3598	3	
3080	2	
5390	4	
2851	4	
1205	4	
3770	2	
1904	4	
9992	4	
8508	1	
8784	2	
9893	2	
9978	3	
853	5	
7343	3	
3902	4	
2902	4	
4107	2	
1218	5	
4531	4	
4725	4	
839	3	
4109	5	
4888	5	
7488	2	
1795	3	
8245	2	
3342	5	
1343	1	
5589	4	
2092	1	
9508	2	
3572	4	
4888	2	
2012	4	
211	1	
9299	4	
8803	1	
7088	3	
9208	5	
298	3	
7308	1	
5704	1	
3384	3	
3911	1	
280	5	
5248	3	
1395	5	
7942	5	
5204	5	
780	5	
208	4	
8718	4	
582	1	
8388	4	
492	1	
8398	2	
2518	4	
8103	5	
1893	3	
9218	1	
7118	4	
7282	2	
5338	3	
1882	2	
3230	2	
9072	5	
7418	4	
333	4	
3482	3	
4804	5	
3354	5	
327	5	
8723	1	
7915	1	
3535	4	
9703	5	
3378	5	
51	4	
8834	4	
8548	2	
8753	5	
8289	5	
5484	4	
188	3	
2504	2	
8005	2	
5035	3	
8158	2	
8829	5	
8759	5	
8771	2	
2180	4	
5717	1	
8233	2	
1133	4	
7407	3	
9247	3	
4535	2	
8280	1	
5503	1	
1189	5	
5843	1	
7592	5	
49	4	
8792	1	
3105	5	
7110	1	
8289	3	
8522	4	
8829	2	
7747	4	
1873	2	
1035	3	
8213	5	
9242	5	
211	4	
2723	5	
7877	1	
1187	3	
901	5	
4755	2	
7889	3	
2587	4	
2138	1	
1499	5	
4592	1	
4027	4	
2338	1	
2753	1	
3880	3	
2981	4	
3023	4	
4240	2	
8185	2	
2442	5	
1877	4	
8037	2	
1091	3	
588	4	
2074	1	
8832	3	
2334	2	
2174	3	
8920	1	
7195	1	
7241	3	
9122	2	
4421	2	
4888	1	
9544	4	
7320	1	
3847	2	
1011	4	
2073	1	
7544	5	
3723	3	
7828	1	
3859	4	
859	2	
1382	3	
140	2	
3540	3	
8405	1	
4211	3	
1158	3	
3419	5	
9548	1	
8150	2	
1195	1	
4742	3	
735	3	
492	5	
5255	1	
850	3	
7318	2	
7228	5	
2774	2	
2194	3	
8888	1	
9988	1	
7977	1	
4925	3	
9784	4	
2035	3	
9888	4	
9320	3	
833	4	
107	1	
5933	1	
7188	5	
4723	5	
7893	4	
1700	2	
129	2	
8954	3	
4205	4	
2508	1	
2538	4	
7578	4	
1438	5	
1995	5	
885	3	
9993	3	
7828	2	
4180	4	
7847	2	
254	5	
1490	5	
5388	5	
397	3	
8419	2	
4349	5	
4883	4	
8745	1	
7032	4	
8220	1	
8458	1	
8718	3	
4745	1	
7255	4	
3348	4	
2878	1	
9458	5	
8518	5	
549	5	
3885	3	
5589	4	
182	5	
9378	4	
5738	4	
590	4	
8881	3	
8972	4	
5588	1	
349	4	
3383	2	
3012	2	
3150	2	
7993	4	
5414	1	
2505	3	
792	5	
4330	1	
4987	4	
1019	5	
5314	1	
3885	2	
8888	5	
8515	3	
8442	2	
8935	3	
1501	2	
3553	1	
8800	4	
3370	2	
7271	4	
9254	3	
3335	2	
793	3	
590	1	
8900	3	
992	5	
5792	1	
2875	4	
7881	1	
8854	1	
5097	2	
8398	4	
8083	3	
885	1	
1032	5	
5413	2	
7389	2	
2393	4	
5749	5	
8200	5	
1322	3	
1080	1	
9185	1	
5718	2	
3933	2	
7580	3	
3302	3	
8249	4	
8421	3	
3513	4	
5883	5	
5141	1	
3805	5	
2549	4	
871	1	
8407	5	
3091	5	
9734	4	
8345	3	
2971	5	
9349	1	
1919	4	
5723	5	
802	2	
359	2	
1034	2	
8845	5	
1840	5	
977	1	
288	5
2701	2
4597	4
2881	3
5227	2
8488	1
8842	5
1872	3
8905	2
3501	4
9450	4
388	1
1157	3
1380	1
5190	2
8101	3
2841	5
9018	2
9047	3
3780	1
9878	4
174	4
5828	2
4538	5
7388	1
3553	2
2159	2
4289	5
7139	2
5188	3
8478	3
3454	4
5802	5
7932	3
7070	3
9009	3
302	4
4872	5
8485	2
1491	5
8838	2
720	3
7088	2
5824	2
1537	2
7348	1
493	3
8274	5
2321	2
8075	4
8359	4
8551	3
8895	4
1470	5
5740	2
9857	4
1770	2
8177	5
742	1
8001	3
2284	1
4775	1
7978	1
5895	2
959	5
5142	5
874	3
9079	1
8311	1
9893	1
8139	4
4038	3
8955	3
8390	1
3748	5
8099	3
9753	1
7294	5
398	1
9914	2
314	5
3300	4
5039	1
9175	3
197	5
1235	5
9807	1
2039	5
7082	4
4449	4
3047	4
4158	3
2987	2
2255	2
2181	3
4811	1
7250	3
8731	3
8835	2
7828	2
4334	1
8931	5
3802	1
8371	1
1231	3
3244	5
3807	4
4144	5
2877	1
4582	4
399	5
8513	2
1942	3
3508	2
7432	1
3742	3
8584	4
3792	4
8418	2
8945	3
3871	1
7472	4
4951	2
1953	5
4357	2
3818	2
4592	1
8383	4
3743	1
788	1
882	4
1875	1
5132	4
8877	5
8534	4
4171	2
8584	4
8888	4
3803	3
4914	1
2387	1
1430	5
1883	2
2333	5
3309	3
8179	1
7037	3
748	3
8874	5
2789	2
3338	5
59	4
4111	1
3078	1
4478	2
5183	1
9197	2
9599	1
1219	2
8490	3
9479	1
9534	2
2595	1
8202	1
3493	4
3339	5
2757	4
9301	4
1509	3
4488	4
7454	4
921	5
8548	2
171	2
890	3
388	2
8528	2
9280	2
1888	2
2000	4
2280	3
7993	3
289	5
2150	5
5021	2
4858	5
7878	3
4995	2
444	5
8585	3
5471	1
8170	4
4180	3
2281	3
8207	5
4341	1
5705	4
7222	1
5244	5
9445	4
8785	4
1904	1
9088	5
599	5
5300	1
9875	1
8524	4
2329	1
914	5
2770	1
8482	1
8789	3
7703	1
1370	4
9831	4
5451	1
22	1
5803	1
950	2
8893	1
8147	3
122	3
8179	5
8715	4
7558	2
9899	3
9825	2
8255	5
2344	3
5853	5
5040	1
8083	5
211	5
908	2
7890	2
371	2
3079	2
7471	3
5072	4
7423	2
8779	3
8009	4
8499	4
1885	2
3902	4
8870	2
2748	3
8878	5
4515	3
5288	4
5353	3
5775	5
9989	4
3318	4
3829	4
8437	5
2974	3
8473	5
570	1
8810	3
9195	4
3532	1
8885	4
7010	1
5701	1
8713	1
2381	5
4978	5
1882	1
4829	1
8553	2
3808	1
8345	2
853	2
4398	1
7998	3
3415	2
751	1
9084	3
1030	3
2108	2
5824	4
7098	5
4529	5
2115	2
8251	3
1500	4
438	5
2378	5
8389	3
8149	5
1051	3
583	3
2039	3
7027	1
2422	1
1518	5
727	4
9500	5
8222	5
7540	4
8853	2
1519	4
1799	1
3588	3
5245	4
8545	1
1	4
5112	5
4844	2
7358	2
2242	3
8117	4
8050	4
7882	4
5470	5
7107	2
2787	2
2490	1
8213	4
7131	5
2878	4
199	5
8024	1
9229	3
9539	1
3848	1
5023	3
888	1
3331	5
7809	2
1585	3
5438	2
4531	1
8057	1
5984	4
5048	5
2872	2
5378	1
1800	1
5787	5
5811	3
9882	1
9281	2
8985	5
9588	5
9597	3
2195	5
3594	3
5283	4
9975	1
7085	5
8812	5
5388	2
3281	2
5900	1
7840	4
2354	4
9871	5
528	3
8853	4
8040	1
1114	5
5282	4
478	4
4973	5
2329	4
2528	3
4458	4
4888	4
3175	2
1117	3
3784	5
4738	5
3985	3
5088	3
5121	3
7778	1
2333	1
4289	3
7112	4
4907	4
1899	1
589	5
9271	4
5728	2
1823	5
270	1
5588	2
2117	2
3452	1
7522	1
5111	3
2201	5
878	3
9328	2
5305	2
8782	1
1782	5
9784	4
9987	4
9104	4
9919	2
5898	5
8481	2
3231	1
734	1
2492	1
8788	1
4988	2
4037	5
3187	4
3805	1
7881	3
5048	4
1487	4
1813	4
82	3
972	1
1873	4
9479	4
8503	4
9995	5
7883	4
227	1
3079	5
1937	5
9555	2
5581	3
2484	2
8518	5
8188	3
483	4
7719	1
5189	4
3070	2
3031	5
2375	4
1439	5
9485	2
880	1
2722	4
8139	1
8921	2
8005	3
8125	1
9585	2
8740	4
9849	3
2570	4
843	4
2289	4
8453	5
8148	5
8803	3
1518	2
8471	5
3044	3
4911	4
3235	4
8591	4
8201	4
8787	4
49	4
838	3
9177	5
4703	2
4098	2
4174	4
2309	1
9255	4
2541	4
1980	5
1041	1
1188	2
8831	5
3882	3
5818	5
9375	5
8583	1
8238	5
8388	4
8750	4
3399	2
1410	2
2830	1
9848	3
8729	4
1897	3
5143	1
2539	2
8802	5
9204	5
9812	1
8327	1
8758	2
4818	1
5235	4
5811	4
8091	1
8199	2
4982	4
2011	2
9858	1
4139	1
8994	4
2037	3
8549	2
815	4
9007	3
7901	4
9422	1
8513	2
5499	5
3189	5
7979	5
848	2
8224	4
598	5
1412	2
1778	4
8838	5
8478	1
8181	3
9810	1
8470	5
9030	5
4894	5
3747	2
4044	2
7833	5
5821	4
3805	1
3251	4
3491	1
587	3
8513	5
9573	3
2053	3
9830	5
3759	2
8508	1
1218	3
503	4
4530	4
1071	2
937	2
3805	4
3347	3
4193	3
8088	1
9832	2
2088	1
728	4
8202	5
3003	4
8228	1
4811	5
4901	5
8379	1
2438	5
5088	3
4173	2
9203	1
5244	1
8833	5
2709	5
948	5
3032	2
8533	4
7088	1
9859	4
3992	4
5118	1
8128	4
1285	4
1097	5
8731	3
4815	3
5843	2
3953	4
4297	5
3884	1
8423	4
4084	4
5948	5
8833	2
5114	2
4378	2
2152	3
8442	5
7887	3
157	3
3891	2
4218	4
1880	3
8190	3
9885	4
3803	2
8235	4
8232	2
915	5
2583	1
9470	2
1895	1
3080	5
3788	2
8298	1
4954	2
1284	4
1782	1
2098	3
8192	1
8084	1
2879	1
5900	3
4709	4
9982	2
8488	2
8811	4
9358	4
4750	5
7513	5
1091	2
2487	5
1308	5
1493	5
5842	4
985	5
5834	5
4098	1
8574	4
4589	3
8542	5
2792	4
1898	3
1830	2
9330	5
9733	4
4830	1
449	3
5818	5
3573	4
949	1
8903	2
1718	3
8305	5
3454	5
5982	5
8131	5
3284	1
8854	3
4488	2
9598	1
8538	3
5445	4
2948	1
1749	5
5081	4
1188	1
5131	5
8489	1
1007	3
8701	4
4594	5
74	5
2888	3
1857	4
9483	4
3885	4
5582	5
5773	3
1738	3
4398	3
8425	1
9412	3
3341	5
7048	1
3951	3
4427	4
4439	3
3890	4
8929	2
5485	3
5041	1
5833	5
897	5
3489	4
8317	3
881	2
4435	4
8734	5
8897	4
38	4
814	5
2077	2
15	2
8804	4
4111	1
9454	1
1212	3
7099	2
8885	4
1871	3
8003	4
3778	2
829	2
3340	2
8531	4
7275	5
9852	1
8575	2
9158	2
2048	5
7884	1
8078	1
5843	2
3549	4
8819	4
8541	5
9791	2
3588	2
8911	5
1851	3
4878	4
2480	5
9498	3
3830	4
8011	2
5812	5
451	5
728	3
9100	5
8588	3
5532	1
8041	3
929	4
5117	4
7887	3
1749	2
4190	1
1353	3
4852	2
8408	3
5382	5
101	5
7182	1
8277	1
8890	1
9707	3
7792	2
7489	5
7989	4
3283	4
3022	2
128	3
7873	2
9492	3
501	5
1853	1
42	2
5792	1
5918	5
3152	2
2085	1
2442	3
1879	3
1730	4
1043	3
4428	3
8725	2
2122	3
1210	3
9479	3
4832	1
9882	2
5040	5
8904	4
8854	2
5098	3
5235	3
4851	2
1874	5
948	3
245	5
8437	4
1482	1
5908	5
9988	2
9542	2
1534	5
9140	2
8773	4
5938	3
2912	5
3320	4
8889	3
8822	3
180	5
7270	3
9811	2
3998	1
2482	4
5543	3
4318	1
5090	1
9823	2
2999	5
5888	4
3203	1
1521	1
3879	5
3258	5
8124	3
197	4
5083	4
2959	3
7570	2
7701	3
1815	5
538	1
2518	1
4189	5
4485	1
9821	1
8349	5
7152	2
7073	1
9888	4
8788	1
7177	3
5520	5
1830	5
8558	1
4339	4
792	3
9317	4
8274	4
3505	3
2895	5
2071	5
381	1
4588	4
4952	1
8788	5
375	4
2901	1
2287	3
5128	4
8378	2
7001	1
8487	4
7854	3
2259	4
8054	3
1131	5
980	2
7055	4
7080	1
582	2
8193	4
2818	4
7771	4
7288	1
4225	2
3187	4
7082	1
945	3
7828	4
8359	1
8582	3
4805	3
8950	5
1382	5
442	5
1892	3
9548	2
5299	3
3700	3
8488	1
2883	3
4421	1
254	4
7198	1
1084	2
2390	5
8047	3
2327	3
145	4
9748	5
9192	1
1733	4
8108	3
9897	4
4491	4
4388	3
4854	2
7533	4
4035	1
2488	2
2889	4
8901	4
1330	1
2180	2
8404	1
80	2
3404	1
9292	5
8704	3
8487	4
1285	3
973	5
8794	4
3282	1
3822	1
8388	1
8185	3
3342	2
2405	5
4529	1
188	2
3833	3
5428	1
7833	2
8338	1
1292	5
8813	5
1873	2
2708	5
2148	1
1810	5
2875	4
2879	4
8380	5
2728	5
5702	2
8128	1
2302	2
1128	1
4898	3
7040	5
2933	4
1719	5
540	2
354	5
1042	2
1771	2
4902	5
83	4
524	5
3038	5
8748	5
5470	1
5018	2
1258	3
9072	4
8728	2
9854	1
4381	3
2494	4
7880	3
8351	3
8982	4
558	4
3275	3
4098	2
9407	3
5855	3
8382	5
72	1
9198	1
8858	1
8881	2
8811	4
9973	3
4115	2
2239	4
1555	2
8800	4
8847	1
8742	1
8855	4
9037	4
8919	2
9087	4
811	5
5412	4
4117	2
5135	2
130	2
1141	4
9875	4
3494	3
1822	5
7787	2
8002	5
9184	1
8477	5
1041	1
3238	1
8872	3
8723	2
4751	3
1749	4
7492	5
5070	1
517	2
8339	1
5518	5
9594	1
8219	2
9380	3
4708	2
8994	5
3349	5
8844	1
8008	5
3871	5
7510	2
2517	5
9948	3
524	5
1758	5
8382	4
3283	4
9293	3
1597	2
7353	4
4981	3
5838	4
1184	3
2708	1
1085	2
8520	5
1084	2
4700	1
4217	3
485	1
7571	2
8802	3
4895	3
2428	4
4718	3
548	4
9788	3
8991	3
3889	3
8473	4
138	5
3858	2
4891	1
7729	3
1428	4
2337	4
7288	1
122	5
4352	3
4778	3
7914	4
1472	1
3738	2
8895	1
8287	4
9908	4
8285	1
2582	2
178	1
5298	3
8180	2
8084	5
2178	3
2040	3
95	1
8148	5
8991	3
8253	5
8084	1
8594	1
8283	2
5387	3
4057	1
9789	3
7482	5
8338	5
3529	3
3731	2
4891	4
3704	3
7132	4
8028	1
2195	5
3583	3
8144	1
4775	2
8270	2
7981	4
290	5
5302	4
8998	4
8471	4
7843	1
8252	5
7582	2
7820	4
7410	1
8845	5
838	3
788	3
8789	5
1103	4
9410	1
7482	4
8757	4
2237	3
8843	4
5884	4
1071	1
3399	4
827	4
4228	1
2041	3
239	3
5372	5
7131	2
1229	4
7789	1
8828	2
973	5
4555	3
4429	1
8733	1
7421	4
2009	4
8352	1
8148	4
3139	5
490	4
3029	4
3558	4
3381	4
4437	2
8302	3
1172	4
2348	1
397	2
7489	3
4047	5
4947	2
8722	4
5807	1
9099	5
7538	5
9381	5
5798	5
4888	3
9382	3
8288	4
2257	2
8327	2
1878	1
3820	4
4883	2
3255	2
8821	3
8529	1
5088	2
8227	1
3112	4
835	5
3788	4
8808	2
9539	4
343	2
898	3
8320	4
9093	2
7874	1
9810	1
5155	3
5888	1
4444	1
4859	5
587	2
2383	1
7818	4
8318	2
8328	2
5593	4
7089	4
3049	4
2485	5
4440	3
8974	5
8178	2
7750	1
4301	2
8377	5
7471	4
8332	3
1313	1
4188	3
4952	5
8583	1
4918	1
3822	4
5294	1
1848	5
8838	1
8257	2
3778	5
7781	5
4215	4
8194	4
1581	1
5878	1
5584	2
1975	5
4843	5
8991	2
8218	4
7758	5
5444	5
7088	3
3885	5
7945	2
8199	4
885	4
3240	4
9011	3
9591	2
1181	3
1185	2
9058	4
7785	5
5584	4
1177	3
2282	1
9772	4
1082	3
7781	2
4187	4
7024	1
701	1
4598	3
4205	4
4189	3
7289	4
2110	2
4978	1
8808	3
7928	3
3404	3
9518	3
4132	1
8148	5
7009	4
4147	1
4900	3
1314	5
4724	1
8523	5
3283	2
8810	5
91	3
2735	3
7145	5
2887	4
7828	1
1917	2
2845	3
5530	1
9589	5
4888	4
4540	4
5512	1
444	5
8405	3
3138	3
5484	3
7018	1
7278	3
5278	4
2271	1
198	1
4717	4
4885	2
4778	2
5177	2
4151	5
2038	3
328	2
3813	5
8898	1
5348	1
8888	2
8530	2
702	3
7458	2
1385	5
5907	1
8182	5
2557	4
7233	3
1434	5
3150	4
7375	4
3723	5
4418	2
2103	2
7820	1
1328	1
5044	3
8974	4
5775	4
4039	4
4973	1
5941	3
9120	2
1984	2
423	3
4799	4
2985	4
8335	2
4920	3
448	1
3801	1
1257	2
5145	1
5804	5
5918	1
833	2
4938	4
9923	3
1418	2
2728	3
3352	5
225	5
1007	1
5801	1
1384	2
2042	3
7792	5
2129	2
7378	3
3484	5
4949	5
5848	2
7548	2
1894	1
5	4
582	2
2898	3
4584	4
8128	2
1141	5
4417	2
4813	4
8883	4
4474	3
4134	5
3297	3
57	2
5025	5
8240	4
244	5
4180	5
8898	2
478	5
2588	1
8545	3
2185	2
9039	3
4888	5
8815	5
8844	3
2935	4
1078	4
9102	2
1534	3
4503	5
1008	3
3158	3
8779	4
7270	3
9578	4
8945	4
9990	4
2002	3
1078	3
