107	21	32	119	73	37
18	140	66	57	11	110
103	32	132	114	113	141
17	64	46	47	63	118
42	131	73	38	77	125
38	19	24	19	133	109
31	53	22	97	56	105
102	64	113	15	82	61
128	74	143	67	113	25
78	148	91	102	41	145
95	137	37	108	136	17
104	49	13	72	44	129
48	34	123	12	98	143
65	132	144	34	50	10
47	125	16	86	123	96
48	109	29	147	29	130
104	45	14	112	104	68
50	34	141	120	141	92
131	42	20	111	149	26
34	83	125	70	128	68
51	146	86	15	119	40
95	123	71	30	148	76
30	43	134	49	113	69
143	129	144	14	92	61
17	48	53	121	112	148
17	29	133	11	53	94
130	46	12	119	39	103
64	76	76	13	50	17
54	64	68	42	118	34
50	77	38	39	35	140
61	13	116	141	78	21
51	79	148	84	92	91
120	82	70	54	109	104
89	132	113	63	134	46
119	44	58	36	12	18
34	47	100	115	116	34
57	31	10	132	146	80
66	55	75	34	12	92
61	111	136	146	84	141
108	37	128	89	131	90
68	76	17	68	139	82
49	13	29	63	36	147
128	40	89	147	52	17
136	22	68	116	101	37
34	124	33	32	62	63
121	139	116	25	12	89
15	89	105	58	102	25
30	84	70	150	114	58
41	113	27	142	22	63
58	78	27	24	128	130
127	131	77	12	32	28
56	142	51	27	87	49
34	30	82	124	28	118
65	21	117	61	44	51
66	73	118	68	147	10
23	136	123	89	15	86
36	91	42	45	98	47
53	46	75	28	18	32
89	109	146	40	91	29
57	113	16	63	69	141
71	10	97	21	101	39
130	105	109	93	52	13
70	22	21	116	32	91
11	87	19	78	114	147
64	26	44	114	117	11
140	101	72	102	11	33
51	87	10	87	15	13
23	83	32	91	11	91
50	59	119	32	47	106
71	108	104	18	86	67
54	71	20	14	95	113
53	140	94	24	79	20
82	38	48	88	58	51
42	92	24	126	72	118
40	131	28	115	62	55
116	74	87	129	121	97
23	146	31	24	43	89
134	132	147	105	133	20
38	108	104	78	134	52
60	37	27	125	33	66
93	79	20	55	24	117
59	149	58	63	116	37
84	23	15	80	24	90
91	15	25	78	69	19
136	46	138	18	134	55
20	41	89	53	50	69
107	62	75	69	146	78
122	67	148	38	52	53
104	98	69	35	133	50
55	118	36	130	22	121
141	42	147	82	49	12
34	95	106	72	12	16
129	150	117	43	120	58
124	94	62	30	73	43
68	20	84	111	132	14
67	104	45	45	59	130
71	45	123	19	73	22
58	146	89	88	101	79
136	34	112	62	87	29
124	131	82	26	50	131
101	70	64	11	89	123
69	61	24	139	82	148
54	23	87	90	80	25
97	15	43	57	91	69
79	149	89	34	79	23
95	19	141	150	67	128
112	64	27	58	23	99
97	18	41	17	125	113
72	68	147	136	50	38
80	63	96	74	113	56
106	117	26	51	103	85
120	123	40	137	91	57
97	74	128	60	130	81
146	101	108	18	86	143
45	18	27	56	134	116
73	67	27	74	139	139
147	53	148	112	87	33
41	61	140	23	144	71
99	99	21	53	37	61
125	53	67	59	16	127
105	122	24	97	88	81
88	88	46	119	135	53
121	73	94	131	143	82
65	129	24	25	127	88
51	37	65	18	86	95
12	88	91	25	18	82
53	28	121	118	66	92
62	143	150	46	142	10
135	129	20	42	42	76
24	91	76	119	115	86
137	86	37	129	28	101
133	78	10	55	106	128
54	112	49	98	27	31
17	93	144	89	114	88
144	114	26	29	61	122
26	63	86	28	108	50
113	19	28	121	134	54
11	83	27	149	81	26
61	132	58	99	106	94
100	71	115	23	72	88
131	82	14	32	76	30
83	150	130	42	41	140
79	64	150	143	81	130
117	131	136	61	18	130
88	58	98	87	43	55
139	116	57	18	50	88
110	56	133	109	120	75
103	138	88	98	93	76
128	149	105	110	37	28
15	139	82	122	60	97
35	56	67	28	83	125
23	36	88	67	92	11
142	51	117	114	99	32
76	63	86	81	132	50
79	100	148	41	105	43
38	124	124	124	18	56
132	71	44	11	129	77
28	73	111	66	150	56
23	96	148	150	40	17
134	138	48	93	122	34
73	16	119	112	99	87
12	61	16	14	127	32
121	51	140	104	83	106
85	130	132	89	49	19
97	53	131	95	50	73
35	27	14	82	52	134
94	147	41	118	32	99
148	149	34	97	123	97
84	27	19	141	136	148
73	54	98	42	115	94
64	69	87	68	125	45
38	113	40	126	48	13
137	126	43	49	68	67
145	53	23	68	63	86
51	69	35	85	88	62
105	134	82	40	38	16
56	76	149	94	130	81
120	29	77	68	136	43
93	111	63	96	96	71
97	36	117	15	91	90
76	91	96	34	84	32
22	108	118	139	79	51
134	41	44	84	116	114
127	56	65	57	32	72
129	69	91	118	136	50
38	150	111	23	58	116
139	115	119	92	123	69
122	116	122	72	134	98
74	129	145	10	21	77
29	43	70	140	43	64
141	113	142	89	20	123
62	34	99	89	131	19
109	108	107	142	27	126
103	106	127	139	113	23
24	47	93	90	70	48
90	29	63	32	15	43
131	143	119	40	34	136
68	134	21	133	51	114
121	88	101	120	122	69
60	127	37	42	145	142
78	38	92	81	42	51
30	102	56	74	128	56
36	140	22	115	47	20
133	119	31	11	124	32
30	107	57	33	149	36
38	138	37	69	56	142
12	49	41	39	81	68
114	114	115	74	33	133
87	57	29	10	76	24
130	86	126	55	24	116
21	66	94	60	28	52
139	25	98	71	85	93
52	127	121	129	59	143
28	29	97	14	22	64
62	73	36	101	42	35
47	96	61	72	33	149
57	89	66	75	54	148
54	135	107	119	36	133
69	20	121	137	49	85
118	42	89	97	74	55
82	99	103	130	126	138
116	14	130	46	136	148
73	95	100	19	80	93
36	98	57	86	113	141
77	11	146	118	62	149
136	112	90	88	20	98
131	30	55	23	39	58
132	39	147	25	56	18
109	95	115	137	148	36
137	133	43	85	147	28
127	48	13	61	25	106
131	70	98	16	30	139
16	42	71	79	150	87
40	145	41	89	11	13
141	48	12	22	59	34
97	22	119	126	125	48
96	106	98	86	98	45
51	54	118	100	137	78
101	123	80	59	57	21
89	103	12	76	129	78
18	25	94	41	26	18
97	16	129	47	85	75
65	90	132	131	60	116
80	18	114	130	89	80
124	146	80	45	17	133
121	68	93	108	94	94
55	89	140	129	14	106
86	100	130	72	147	84
103	60	104	82	21	78
28	10	121	40	39	139
148	76	62	112	140	52
71	50	38	76	67	45
88	146	115	90	137	81
50	46	141	121	35	44
32	69	64	129	17	66
122	14	60	41	114	110
134	117	17	126	136	10
65	108	51	134	19	15
127	124	140	28	87	31
59	73	95	64	131	105
133	12	53	34	20	71
113	113	56	75	100	42
46	77	129	91	149	66
133	80	139	141	83	50
37	142	45	80	119	72
146	64	133	45	137	21
145	123	64	28	113	50
36	111	88	138	121	141
67	41	75	16	60	94
38	98	33	96	94	10
147	139	32	35	34	43
23	85	113	54	22	12
56	34	133	93	100	59
142	14	125	127	131	91
71	96	36	134	61	19
49	58	97	20	93	147
59	85	26	139	134	83
149	146	80	150	78	41
30	75	91	114	62	69
83	19	142	136	91	76
126	77	60	27	103	16
149	45	91	47	92	145
98	131	114	90	68	131
71	118	79	133	62	46
45	80	67	54	38	132
100	138	10	50	102	111
109	104	45	75	62	50
117	29	110	66	124	80
141	76	42	16	66	72
42	78	64	37	27	18
56	32	38	72	130	146
104	144	82	12	93	120
113	41	63	86	137	47
133	125	41	56	69	46
44	42	44	129	15	73
48	66	106	41	147	61
29	128	135	74	35	33
38	136	112	123	59	104
146	71	74	119	131	147
72	29	109	36	119	103
40	106	22	141	72	96
77	102	84	38	45	43
93	52	107	136	141	62
141	51	132	29	130	21
111	128	104	76	77	150
129	11	24	146	28	148
40	10	78	107	90	70
126	86	73	42	105	92
107	93	57	35	131	108
145	12	113	73	112	115
50	65	59	53	69	101
45	13	143	100	39	26
113	132	110	130	50	91
62	46	100	134	113	144
35	10	143	13	12	110
30	60	48	123	127	135
59	142	146	73	20	82
80	18	103	123	113	38
128	57	78	90	12	31
143	121	109	39	119	21
132	104	87	107	45	55
13	94	124	58	22	90
46	92	22	145	77	131
107	66	20	65	107	29
69	97	52	31	131	87
92	64	19	91	84	31
49	125	30	121	62	102
84	15	37	33	112	71
100	117	32	56	100	45
16	87	144	94	12	13
117	51	78	85	97	103
104	69	17	24	43	14
43	111	55	70	88	24
66	95	73	50	87	13
106	86	109	38	136	57
101	77	44	13	127	66
63	128	47	62	11	56
120	59	13	27	37	72
91	130	10	146	37	90
97	66	83	44	66	70
35	23	56	93	44	31
81	49	142	105	86	96
99	137	141	99	77	103
105	27	147	75	118	27
98	125	124	15	78	14
53	134	23	63	84	146
23	96	52	78	131	109
106	99	131	11	27	112
95	97	56	70	58	144
31	65	104	11	101	32
103	115	105	104	99	69
62	63	57	72	70	131
108	85	89	145	66	68
13	47	68	102	147	18
50	76	83	64	64	97
50	83	64	109	81	22
125	64	16	103	14	25
135	16	141	94	67	149
26	66	117	42	145	148
48	35	35	97	37	47
26	43	64	84	42	28
47	56	59	72	44	37
80	75	92	72	141	64
66	140	32	31	130	93
51	106	40	93	56	137
100	42	108	25	112	134
148	93	82	96	108	145
22	146	76	80	18	136
137	136	45	91	10	141
113	66	133	132	145	122
49	36	129	78	30	137
104	11	86	134	12	28
22	70	87	61	113	62
142	34	64	113	146	83
93	146	96	101	69	114
23	42	144	14	136	35
139	106	29	120	136	121
143	110	88	58	32	19
138	66	51	19	45	25
125	94	90	132	16	31
144	89	36	146	73	52
94	123	52	58	73	115
11	139	48	110	57	118
107	104	46	10	49	56
41	28	10	16	101	67
148	49	124	124	42	141
107	17	63	89	145	117
97	50	11	41	48	113
100	115	29	123	100	136
85	131	35	58	69	95
134	71	72	47	137	58
134	82	44	81	104	40
32	27	107	32	32	45
95	134	60	136	54	142
40	37	134	65	54	10
111	111	96	54	133	75
137	23	31	146	149	139
147	16	96	72	137	42
38	16	117	102	77	142
18	135	34	45	104	38
23	44	65	72	20	91
23	25	58	143	19	113
16	25	54	27	45	71
27	140	46	79	125	139
59	52	116	58	37	75
38	79	30	24	114	62
116	115	146	82	11	59
116	90	107	81	112	59
60	62	118	108	58	21
112	105	27	86	128	104
53	24	45	24	64	35
20	27	41	103	97	104
54	119	56	94	146	20
36	18	101	10	15	61
57	87	89	30	89	66
95	47	55	126	77	127
73	124	147	137	48	119
31	124	119	81	103	121
87	136	97	55	17	43
66	65	127	144	96	125
95	94	45	95	71	68
119	126	115	144	117	70
94	115	111	123	34	17
34	54	139	63	76	62
22	62	62	107	27	112
60	123	131	113	73	134
14	129	137	40	101	45
14	51	142	128	137	115
103	111	141	55	70	109
89	92	12	28	16	136
99	73	65	108	22	39
142	24	79	61	18	97
42	115	41	143	64	132
134	66	86	115	140	99
59	147	102	122	116	118
82	133	142	128	88	52
124	20	95	105	72	87
65	150	46	31	144	75
129	33	62	26	107	89
72	109	109	30	146	36
105	61	119	35	30	58
14	21	75	64	119	141
33	57	144	97	150	24
11	29	150	140	60	63
131	124	74	147	96	66
45	78	24	133	13	13
134	67	89	150	44	95
61	114	29	149	33	45
39	28	79	141	85	147
113	126	103	125	29	143
67	131	129	95	128	97
51	26	24	146	55	105
57	63	42	136	142	140
56	60	80	108	113	139
51	132	120	81	77	108
49	83	30	92	106	28
22	58	119	14	135	32
77	135	83	71	36	75
103	16	13	98	110	35
94	51	101	83	29	25
77	92	71	66	75	98
105	62	106	82	124	45
111	72	116	12	141	79
83	41	69	40	81	135
45	109	125	37	87	12
24	86	123	77	16	71
16	100	37	107	52	143
34	43	76	89	84	100
100	150	35	108	122	105
84	149	95	36	113	116
120	53	55	105	131	136
63	88	131	85	15	45
90	140	87	58	90	78
63	40	95	118	101	137
137	56	114	31	107	27
132	71	119	72	88	10
31	20	29	81	110	90
114	66	73	68	88	71
120	36	130	95	38	125
69	85	61	36	124	147
107	36	67	148	18	10
36	133	71	39	135	145
141	141	22	98	59	42
60	15	54	86	17	115
150	86	129	29	134	144
130	70	139	147	105	68
78	83	26	120	96	74
129	72	90	44	29	92
124	147	74	19	29	36
62	116	56	16	113	35
40	113	32	119	146	22
11	138	13	116	143	93
89	120	145	142	27	21
10	69	87	83	27	111
112	29	43	84	120	147
20	29	64	63	97	19
146	95	111	83	56	131
28	132	38	125	120	24
118	90	104	61	97	128
40	118	88	112	125	37
75	98	127	126	10	50
149	51	31	88	101	111
84	36	74	145	66	76
69	70	106	32	119	23
68	85	57	102	57	32
54	136	142	112	81	93
94	69	50	107	35	13
130	16	22	42	40	89
145	27	24	76	127	106
122	113	117	52	97	104
107	120	72	39	130	54
33	101	94	80	133	105
42	114	32	136	64	106
54	143	76	49	11	24
71	44	37	77	142	65
39	148	23	34	49	16
82	93	21	69	118	73
84	11	53	139	89	10
99	111	42	17	131	86
143	25	18	100	18	126
131	66	40	26	129	11
32	69	131	114	71	141
30	72	17	13	84	86
95	37	80	43	21	34
108	56	121	68	12	87
19	102	45	21	77	100
25	129	76	84	48	130
144	97	124	41	10	147
27	23	68	133	150	36
83	94	52	113	92	61
17	58	145	33	20	62
93	106	94	124	100	89
77	104	110	76	45	101
118	16	18	133	86	146
59	143	40	57	85	79
90	54	49	109	86	96
104	139	120	76	133	129
45	138	29	23	111	130
64	36	18	90	14	60
25	57	12	27	134	57
133	79	122	126	150	97
56	78	114	145	149	43
109	149	109	128	83	35
146	116	129	110	13	63
107	145	21	118	84	75
119	45	125	104	141	52
106	15	117	44	77	119
124	45	40	45	97	24
96	44	64	28	43	147
77	149	44	13	100	84
39	65	44	112	116	81
115	31	55	40	13	114
66	12	116	20	57	15
113	18	15	149	45	98
29	15	10	13	50	34
58	43	93	146	35	16
45	52	110	120	54	56
75	113	138	45	44	136
34	30	79	39	104	129
27	96	108	81	85	13
45	93	115	11	47	53
131	94	56	137	109	90
77	51	129	85	125	117
141	68	149	144	92	13
105	75	150	131	88	87
125	31	55	104	126	135
73	20	141	119	30	58
38	125	144	12	17	122
22	19	106	146	74	84
41	25	75	122	97	114
40	23	133	29	119	100
120	77	99	79	98	60
104	88	15	116	37	36
143	46	130	67	112	16
52	133	69	56	104	126
65	88	129	144	132	21
33	22	112	42	94	56
20	86	16	112	24	102
21	135	90	30	89	49
148	139	82	73	10	96
61	115	110	137	55	139
104	56	63	144	37	102
130	106	23	80	134	94
93	86	34	100	33	71
78	19	140	82	22	10
149	60	60	73	61	107
92	74	131	119	117	94
69	83	70	131	125	72
120	103	40	28	125	63
90	44	86	106	30	22
70	140	99	77	90	10
109	34	22	101	80	117
111	46	133	71	68	30
134	102	50	141	122	149
20	70	64	127	30	47
77	117	142	121	111	102
90	123	137	59	75	110
100	33	149	90	45	98
113	21	16	62	10	61
135	105	126	78	27	58
75	47	96	31	127	52
27	134	101	59	61	78
68	44	62	18	70	36
24	64	31	61	72	87
85	130	14	145	43	136
126	98	52	39	10	76
142	33	47	91	99	112
23	19	47	41	50	101
36	12	65	136	46	79
122	47	93	149	75	50
138	23	145	13	42	54
30	108	139	34	66	57
46	149	17	63	79	63
148	49	28	48	69	124
38	140	93	125	149	24
55	92	28	47	55	90
139	68	125	84	29	129
146	89	136	114	81	138
86	126	44	102	94	52
11	147	137	119	135	75
131	30	44	69	18	73
66	96	114	30	141	18
107	83	66	33	16	48
84	41	129	115	68	93
37	132	67	150	82	62
138	112	90	139	75	66
150	85	46	127	37	59
58	89	32	41	25	103
71	137	53	141	81	82
32	100	21	105	30	136
116	39	110	133	132	95
132	47	87	82	42	133
135	51	79	17	150	146
38	11	61	136	145	98
121	92	56	121	41	33
139	29	63	123	23	139
102	91	85	112	28	114
115	50	13	56	106	97
44	74	28	131	70	42
136	59	84	57	135	28
131	74	124	127	142	100
74	107	49	121	69	81
111	46	30	127	133	84
131	131	92	69	103	96
77	147	127	61	38	60
25	113	92	71	85	79
31	94	26	110	69	83
24	130	137	143	107	74
68	52	124	32	70	141
26	83	21	52	147	125
110	15	32	117	112	102
88	45	12	47	43	15
123	39	33	88	66	115
94	90	38	64	25	144
63	75	118	94	13	87
147	139	63	12	30	39
127	118	148	89	63	148
93	14	84	111	98	78
15	109	61	58	59	141
93	121	33	19	148	73
115	66	17	64	103	42
56	109	61	88	24	142
120	49	96	125	81	37
52	33	55	84	119	20
66	92	133	43	14	16
124	143	126	81	22	93
107	45	10	49	27	13
66	89	42	43	118	133
101	99	70	123	143	36
86	120	46	120	115	90
22	142	32	89	137	27
67	50	80	52	102	98
64	98	126	75	46	106
108	27	116	128	55	47
33	25	59	121	37	142
99	59	60	44	54	20
15	74	125	75	27	135
76	41	125	141	60	63
119	98	96	120	27	20
21	72	18	133	21	62
40	101	32	43	146	141
69	108	73	65	141	136
27	99	96	103	61	80
39	91	23	105	80	123
129	19	31	115	105	34
30	134	148	33	79	146
114	86	53	134	99	144
27	129	135	79	125	34
100	118	54	63	134	103
79	93	94	95	121	102
103	98	119	63	35	42
99	123	144	100	31	135
46	70	147	108	30	55
91	24	123	50	82	26
82	26	132	113	88	66
56	28	62	18	40	27
101	136	61	60	16	136
57	63	136	69	20	87
62	13	34	99	12	107
97	43	71	106	133	147
20	85	147	36	131	16
26	107	70	65	23	114
63	78	127	94	81	38
21	71	92	125	43	57
66	70	52	90	36	76
59	139	61	148	71	100
37	108	64	20	58	56
73	124	57	59	31	111
112	86	14	100	132	51
43	141	11	10	75	90
106	64	116	23	120	147
125	36	21	116	34	63
13	105	125	30	15	114
40	140	61	37	106	61
52	106	62	42	136	110
86	69	99	147	56	72
109	36	103	99	94	73
75	18	80	29	81	68
123	16	28	32	33	137
108	48	108	67	52	85
104	119	106	68	55	12
147	43	11	66	82	142
51	143	131	88	56	105
146	117	148	126	30	44
144	10	95	105	84	133
96	118	141	84	56	59
27	88	91	48	19	146
42	97	85	47	33	44
13	117	56	25	49	105
69	136	102	28	75	73
77	94	146	106	34	108
56	64	147	73	18	12
27	86	66	72	80	117
107	20	11	124	64	117
132	146	19	77	67	107
45	36	22	93	25	117
111	19	110	35	80	80
67	86	42	93	40	98
42	122	148	63	137	40
141	42	99	51	37	32
50	112	137	108	41	105
99	102	18	140	74	39
141	92	32	35	101	93
15	56	101	89	41	88
74	113	141	128	93	76
111	35	81	62	147	51
135	104	136	118	45	17
79	39	126	105	22	19
61	89	30	46	48	58
13	50	138	141	134	41
143	11	125	33	46	101
126	100	63	13	43	64
73	54	29	81	94	121
84	108	134	136	13	47
139	34	139	120	125	114
13	17	88	73	93	136
150	50	20	30	47	117
24	136	34	125	28	81
62	56	33	80	118	96
120	59	135	99	141	29
124	84	41	29	71	11
36	63	84	110	10	60
36	102	118	113	98	86
144	41	33	84	45	55
82	92	64	125	150	140
18	69	11	38	57	63
67	135	27	93	115	148
88	96	105	87	43	98
111	94	35	101	41	143
24	141	115	26	63	117
10	128	118	87	44	89
29	103	68	56	116	39
132	129	48	80	17	33
80	96	133	106	106	54
124	135	21	75	35	39
33	44	23	105	53	31
41	130	72	67	39	112
136	108	46	98	67	20
68	20	57	17	146	34
64	142	58	89	87	73
17	20	44	103	27	127
149	19	51	62	56	20
128	43	101	62	13	100
54	117	16	104	124	135
73	145	77	76	11	48
110	49	58	122	71	85
133	68	31	118	20	79
80	83	142	35	132	105
14	31	60	41	143	29
127	91	135	53	32	63
86	128	83	143	36	29
124	24	24	28	147	103
38	75	105	91	56	32
93	139	60	106	40	29
16	134	100	135	69	66
87	89	70	69	52	92
24	82	44	35	58	80
95	83	132	127	147	143
64	17	66	60	54	139
135	70	24	57	39	118
35	124	72	34	27	61
107	107	58	108	48	52
84	54	67	18	47	113
93	100	61	141	102	150
141	135	51	113	91	91
99	77	24	37	53	75
134	113	122	100	135	90
119	46	49	83	60	90
117	71	144	31	111	133
103	106	106	120	116	129
135	150	56	93	19	93
71	126	112	76	147	104
62	58	63	138	140	14
35	93	68	20	54	49
35	144	122	95	30	40
70	13	79	37	66	85
34	125	37	150	108	147
109	71	86	105	81	26
52	76	121	75	140	117
34	65	29	94	64	120
147	137	130	76	58	14
119	117	46	126	28	101
38	26	60	15	145	135
108	58	39	122	32	19
98	87	17	59	15	118
75	48	48	12	142	33
90	63	24	147	63	134
117	40	33	14	18	149
35	39	28	114	113	93
65	24	128	108	79	130
112	110	86	72	126	147
111	17	48	143	38	123
24	41	20	31	53	46
33	24	109	40	141	148
130	70	103	83	102	36
123	101	145	118	145	126
140	41	121	130	149	39
148	38	128	15	22	114
49	14	50	90	25	43
16	137	74	50	127	75
62	131	141	91	80	127
74	36	87	34	146	118
74	22	107	143	91	74
136	101	79	150	70	39
108	42	49	113	66	28
15	75	89	100	136	57
112	89	39	22	60	33
25	25	66	32	57	102
87	104	64	17	120	131
146	74	15	46	10	38
56	127	140	144	128	16
96	145	52	95	25	49
110	21	100	146	131	102
84	148	10	98	41	28
78	33	25	97	143	37
80	135	130	122	94	118
57	144	47	17	56	138
82	17	38	102	120	45
101	56	78	120	147	47
140	131	88	50	21	60
57	144	35	117	132	58
147	143	72	137	14	103
63	150	20	82	17	116
146	147	82	124	14	57
65	116	85	126	64	13
60	141	43	146	137	56
10	102	95	105	145	104
64	118	77	121	11	111
71	84	97	118	30	24
29	66	133	44	48	119
97	65	40	147	81	109
67	120	104	44	86	143
58	45	128	67	58	144
121	113	110	46	116	39
96	37	38	90	60	59
104	43	106	133	144	85
142	142	133	61	28	15
74	70	56	118	20	101
47	93	56	40	65	91
126	23	92	137	40	93
18	36	15	10	44	65
103	33	72	114	48	135
102	47	121	96	121	17
78	70	24	113	72	52
12	94	115	16	36	38
39	53	83	65	128	88
26	25	66	26	16	136
105	115	54	140	133	92
69	87	58	54	43	52
18	19	54	123	128	65
124	40	86	104	103	68
60	113	126	101	118	138
81	111	14	73	19	60
32	64	112	28	136	107
87	31	14	73	85	128
147	76	14	32	70	57
33	85	149	38	80	23
73	45	70	121	120	113
11	134	93	87	87	98
119	30	93	92	100	43
49	58	148	16	86	84
50	44	133	16	10	42
133	105	78	60	47	131
60	93	38	24	30	139
49	65	105	100	69	54
53	59	126	110	69	138
29	31	69	148	122	131
14	53	84	108	132	14
16	140	148	100	100	57
29	129	48	97	107	43
27	60	28	39	137	46
138	114	135	40	118	15
21	90	32	50	93	115
64	35	99	47	13	37
41	109	79	12	50	63
111	85	71	132	44	108
141	20	122	70	89	20
117	121	37	129	43	93
132	72	14	75	68	55
102	117	25	104	112	61
108	20	11	142	55	20
99	39	52	140	22	111
35	30	90	93	36	111
56	95	65	33	95	128
117	117	51	148	108	118
127	111	93	17	135	138
89	16	43	125	89	130
38	141	26	143	98	127
78	19	64	12	14	25
54	111	120	58	80	103
51	141	119	51	52	108
87	60	132	59	112	32
108	143	129	70	122	91
130	49	29	28	26	91
104	143	36	141	84	146
131	21	70	100	71	31
96	19	16	14	33	86
145	35	149	86	128	41
25	73	63	72	132	124
17	91	94	27	139	136
88	34	87	118	44	99
41	142	53	25	107	24
46	131	32	84	31	47
69	134	111	33	84	69
52	88	99	15	120	140
13	25	86	150	125	128
42	75	128	149	109	138
